output_prefix,generated_at_ist,automation_state_source,run_lock_source,phase1_summary_source,readiness_source,transition_source,runbook_template_audit_source,no_order_audit_source,scheduler_audit_source,tb15_base_source,tb15_stress_source,tb15_sizing_source,roadmap_status_source,mode_scope,note
composite_plan_gate_audit,2026-07-02T21:48:30.688637+05:30,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\automation_state.json,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\run_lock.json,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_phase1_observation_ledger_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_phase2_paper_price_reconciliation_readiness_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_phase2_transition_controller_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_phase2_runbook_template_contract_audit_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_no_order_endpoint_static_audit_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_task_scheduler_readiness_audit_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb15_cash_secured_put_large_caps_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb15_csp_vol_breadth_stress_gate_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb15_csp_vol_breadth_stress_gate_kelly_sizing.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\roadmap_status_20260630_equity_csp_pairs.md,composite_plan_gate_audit_no_order_no_broker,Audits Branch A/B/C gates from current artifacts. Does not call broker APIs and does not advance state.
