experiment_id,portfolio_style,rebalance_rule,top_k,rebalance_count,portfolio_mean_return,portfolio_median_return,portfolio_std_return,portfolio_mean_turnover,portfolio_mean_long_contribution,portfolio_mean_short_contribution,positive_windows,zero_windows,negative_windows,portfolio_win_rate,top_contributor_share,benchmark_policy,benchmark_return,excess_vs_benchmark,beats_flat,beats_benchmark,promotion_verdict
E1006,long_short,session_open,3,724,-0.0015189429830702597,-0.0015471671563321988,0.006548748693501937,1.7596685082872927,-0.0002357654415522319,-0.0012831775415180278,272,0,452,0.3756906077348066,0.07187411695321651,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0016201985700244597,False,False,research_only
E1002,long_short,session_open,3,724,-0.0017774987743489606,-0.0016520448013633434,0.006301231622605822,1.7670349907918967,-0.0005508706710068627,-0.001226628103342098,274,0,450,0.3784530386740331,0.09850823674867773,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0018787543613031606,False,False,research_only
E1003,long_short,session_open,3,724,-0.0018642705194458025,-0.0018097295867285901,0.006270192821670136,1.7380294659300184,-0.0006445293319096978,-0.0012197411875361046,258,0,466,0.356353591160221,0.10496641530020945,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0019655261064000025,False,False,research_only
