symbol,trade_date,expiry_date,entry_spot,expiry_spot,short_put_strike,long_put_strike,short_put_premium,long_put_premium,net_credit_points,spread_width_points,max_loss_points,max_loss_pct_collateral,pnl_points,return_on_max_loss,return_on_cash_equivalent,assigned_or_tested
BHARTIARTL,2020-07-23,2020-08-27,556.75,501.75,520.0,500.0,11.55,7.3,4.250000000000001,20.0,15.75,0.03028846153846154,-14.0,-0.8888888888888888,-0.026923076923076925,True
BHARTIARTL,2020-08-20,2020-09-24,515.85,411.55,490.0,480.0,11.1,8.4,2.6999999999999993,10.0,7.300000000000001,0.014897959183673471,-7.299999999999997,-0.9999999999999996,-0.014897959183673464,True
BHARTIARTL,2020-09-24,2020-10-29,411.55,442.5,390.0,380.0,13.25,10.1,3.1500000000000004,10.0,6.85,0.017564102564102565,3.1500000000000004,0.4598540145985402,0.008076923076923077,False
BHARTIARTL,2020-10-22,2020-11-26,422.7,459.75,400.0,380.0,9.55,5.2,4.3500000000000005,20.0,15.649999999999999,0.03912499999999999,4.3500000000000005,0.27795527156549527,0.010875000000000001,False
BHARTIARTL,2020-11-26,2020-12-31,459.75,500.3,430.0,410.0,6.8,3.75,3.05,20.0,16.95,0.039418604651162786,3.05,0.1799410029498525,0.007093023255813953,False
BHARTIARTL,2020-12-24,2021-01-28,507.75,560.4,480.0,460.0,8.95,4.9,4.049999999999999,20.0,15.950000000000001,0.03322916666666667,4.049999999999999,0.2539184952978056,0.008437499999999997,False
BHARTIARTL,2021-01-21,2021-02-25,570.65,568.5,540.0,520.0,12.85,8.45,4.4,20.0,15.6,0.028888888888888888,4.4,0.2820512820512821,0.00814814814814815,False
BHARTIARTL,2021-02-18,2021-03-25,578.2,498.4,540.0,520.0,11.4,7.1,4.300000000000001,20.0,15.7,0.02907407407407407,-15.700000000000003,-1.0000000000000002,-0.02907407407407408,True
BHARTIARTL,2021-03-25,2021-04-29,498.4,530.9,470.0,450.0,6.15,3.35,2.8000000000000003,20.0,17.2,0.03659574468085106,2.8000000000000003,0.16279069767441862,0.005957446808510639,False
BHARTIARTL,2021-04-22,2021-05-27,521.05,510.2,490.0,480.0,5.75,4.3,1.4500000000000002,10.0,8.55,0.017448979591836736,1.4500000000000002,0.16959064327485382,0.002959183673469388,False
BHARTIARTL,2021-05-20,2021-06-24,511.05,519.0,480.0,470.0,4.9,3.7,1.2000000000000002,10.0,8.8,0.018333333333333333,1.2000000000000002,0.13636363636363638,0.0025000000000000005,False
