experiment_id,ticker,pnl_contribution
E1002,ADANIPORTS,0.009082910807913059
E1002,AXISBANK,-0.00036669245255818283
E1002,BAJAJ-AUTO,0.06143231380764624
E1002,BHARTIARTL,0.013407075907809499
E1002,BPCL,0.04850952391018177
E1002,BRITANNIA,-0.02428740972847204
E1002,CIPLA,0.03202847144872131
E1002,DRREDDY,0.00515494748580019
E1002,HCLTECH,0.046359929922852476
E1002,HDFCBANK,-0.0032699950168809918
E1002,HINDUNILVR,-0.03401423681377427
E1002,ICICIBANK,-0.019039069031943
E1002,INFY,-0.06441167686188096
E1002,ITC,0.0035347036258965474
E1002,KOTAKBANK,-0.05439642047572443
E1002,LT,-0.005375128175388544
E1002,M&M,0.047957253006453836
E1002,MARUTI,-0.01485437221427191
E1002,NESTLEIND,-0.01074109358174374
E1002,ONGC,0.04570565610120623
E1002,RELIANCE,-0.03089193384737253
E1002,SBIN,0.01967680375157549
E1002,SUNPHARMA,0.004060888659580967
E1002,TCS,0.017257645407825675
E1002,TECHM,-0.08862022265684864
E1002,ULTRACEMCO,-0.014790034191677324
E1002,WIPRO,-0.009845098881881738
E1003,ADANIPORTS,0.03660646663103761
E1003,AXISBANK,-0.001948696536752924
E1003,BAJAJ-AUTO,0.06426695773546016
E1003,BHARTIARTL,0.06617793375434392
E1003,BPCL,0.0816973107090597
E1003,BRITANNIA,-0.04420666292638888
E1003,CIPLA,0.028506703571082207
E1003,DRREDDY,0.018823291830142076
E1003,HCLTECH,-0.004359517291469
E1003,HDFCBANK,-0.007799411093267248
E1003,HINDUNILVR,0.009760159918196178
E1003,ICICIBANK,-0.05684528817072756
E1003,INFY,0.018041828179430206
E1003,ITC,-0.011561048357416337
E1003,KOTAKBANK,-0.04840409246426309
E1003,LT,-0.0216428812470124
E1003,M&M,0.07387331531615636
E1003,MARUTI,-0.01642596083845374
E1003,NESTLEIND,0.013905019009709802
E1003,ONGC,0.10807968701399993
E1003,RELIANCE,-0.02817765461181518
E1003,SBIN,0.026236449532244674
E1003,SUNPHARMA,0.03930110612424459
E1003,TCS,-0.02282901580606263
E1003,TECHM,-0.09164830248258693
E1003,ULTRACEMCO,0.031398852064663835
E1003,WIPRO,-0.005088292658930817
E1006,ADANIPORTS,0.045356676734496164
E1006,AXISBANK,0.030574040026216547
E1006,BAJAJ-AUTO,0.041975442554921596
E1006,BHARTIARTL,0.04438350481524207
E1006,BPCL,0.08114408009141083
E1006,BRITANNIA,-0.013433251221174279
E1006,CIPLA,0.016188036723803638
E1006,DRREDDY,0.011688188648882849
E1006,HCLTECH,-0.021523183290362163
E1006,HDFCBANK,-0.02688569563202681
E1006,HINDUNILVR,0.01218091926511897
E1006,ICICIBANK,-0.06510869863573937
E1006,INFY,-0.04760586144872181
E1006,ITC,-0.0005691790698836496
E1006,KOTAKBANK,-0.03957431204332664
E1006,LT,0.0283130756026884
E1006,M&M,0.059066289172318695
E1006,MARUTI,-0.04473037717895058
E1006,NESTLEIND,0.025096884071854897
E1006,ONGC,0.04652717826314286
E1006,RELIANCE,0.016509907798544405
E1006,SBIN,-0.021307936651801945
E1006,SUNPHARMA,-0.006491061267166189
E1006,TCS,0.018912004417974252
E1006,TECHM,0.011290731164091385
E1006,ULTRACEMCO,0.006336003308584554
E1006,WIPRO,0.007175667301679722
