candidate_id,ticker,active_sleeve_contribution_proxy
E1006_core0.50_active0.50_top10_r30_breadth_adv_50,TCS,0.03367090843765955
E1006_core0.50_active0.50_top10_r30_breadth_adv_50,TECHM,0.0214158852802776
E1006_core0.50_active0.50_top10_r30_breadth_adv_50,ULTRACEMCO,0.014890722704635082
E1006_core0.50_active0.50_top10_r30_breadth_adv_50,WIPRO,0.04749360220132998
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,ADANIPORTS,0.03510603139081806
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,AXISBANK,0.03123791736569775
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,BAJAJ-AUTO,0.006951252771261992
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,BHARTIARTL,0.03275012989335593
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,BPCL,0.029378374614278356
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,BRITANNIA,0.017516024523133267
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,CIPLA,0.008818490872471505
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,DRREDDY,0.021907379662978923
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,HCLTECH,0.018939115339432405
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,HDFCBANK,0.025682128466891985
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,HINDUNILVR,0.014199642932545315
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,ICICIBANK,0.011481466065819023
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,INFY,0.004757911513430129
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,ITC,0.0454491193993655
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,KOTAKBANK,0.016917263327915984
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,LT,0.0349696616231777
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,M&M,0.03587711924150404
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,MARUTI,0.04195708926452484
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,NESTLEIND,0.028474031032195972
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,ONGC,0.028513083347062814
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,RELIANCE,0.021607906355995844
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,SBIN,0.03889855344813523
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,SUNPHARMA,0.03475848375641223
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,TCS,0.026936726750127645
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,TECHM,0.017132708224222085
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,ULTRACEMCO,0.011912578163708065
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,WIPRO,0.037994881761064
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,ADANIPORTS,0.06230452457239015
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,AXISBANK,0.056046453307586355
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,BAJAJ-AUTO,-0.06218039200960654
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,BHARTIARTL,0.07530307491678338
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,BPCL,0.12329321827169251
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,BRITANNIA,0.039570382938822424
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,CIPLA,0.07217357539491187
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,DRREDDY,0.11126571938500651
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,HCLTECH,0.06657222453497269
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,HDFCBANK,0.1109988931456347
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,HINDUNILVR,-0.014964205085988589
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,ICICIBANK,-0.06651418831527321
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,INFY,0.04281849146718025
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,ITC,0.05841413667715695
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,KOTAKBANK,-0.0208828038745727
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,LT,0.11873181318622084
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,M&M,0.028810928917725933
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,MARUTI,0.015381645516331127
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,NESTLEIND,-0.009375876878779763
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,ONGC,0.11216872244882099
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,RELIANCE,0.04999991430778572
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,SBIN,0.11800606142201875
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,SUNPHARMA,0.029570645610978087
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,TCS,0.02651616167523774
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,TECHM,0.13311693381658762
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,ULTRACEMCO,0.061617262659936965
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,WIPRO,0.10744256007395268
E1006_core0.60_active0.40_top3_r30_strong_spread,ADANIPORTS,0.022791392874089038
E1006_core0.60_active0.40_top3_r30_strong_spread,AXISBANK,0.07646561969959964
E1006_core0.60_active0.40_top3_r30_strong_spread,BAJAJ-AUTO,-0.02356511674197252
E1006_core0.60_active0.40_top3_r30_strong_spread,BHARTIARTL,0.055264012101205205
E1006_core0.60_active0.40_top3_r30_strong_spread,BPCL,0.09609370968876543
E1006_core0.60_active0.40_top3_r30_strong_spread,BRITANNIA,0.018858535944455117
E1006_core0.60_active0.40_top3_r30_strong_spread,CIPLA,0.026013282917571334
E1006_core0.60_active0.40_top3_r30_strong_spread,DRREDDY,0.001641053858017526
E1006_core0.60_active0.40_top3_r30_strong_spread,HCLTECH,0.051308887126211455
E1006_core0.60_active0.40_top3_r30_strong_spread,HDFCBANK,0.013595045073846738
E1006_core0.60_active0.40_top3_r30_strong_spread,HINDUNILVR,0.012401333812356934
E1006_core0.60_active0.40_top3_r30_strong_spread,ICICIBANK,0.0347663336451446
E1006_core0.60_active0.40_top3_r30_strong_spread,INFY,0.020335096080511886
E1006_core0.60_active0.40_top3_r30_strong_spread,ITC,0.022111494210917963
E1006_core0.60_active0.40_top3_r30_strong_spread,KOTAKBANK,0.021695304893938686
E1006_core0.60_active0.40_top3_r30_strong_spread,LT,0.04497778995832496
E1006_core0.60_active0.40_top3_r30_strong_spread,M&M,0.05625814868967521
E1006_core0.60_active0.40_top3_r30_strong_spread,MARUTI,0.08495254759035922
E1006_core0.60_active0.40_top3_r30_strong_spread,NESTLEIND,-0.009029678575529547
E1006_core0.60_active0.40_top3_r30_strong_spread,ONGC,0.04463436909467457
E1006_core0.60_active0.40_top3_r30_strong_spread,RELIANCE,0.05300229881167987
E1006_core0.60_active0.40_top3_r30_strong_spread,SBIN,0.022441964453117136
E1006_core0.60_active0.40_top3_r30_strong_spread,SUNPHARMA,0.04456107801452049
E1006_core0.60_active0.40_top3_r30_strong_spread,TCS,0.03800025928200833
E1006_core0.60_active0.40_top3_r30_strong_spread,TECHM,-0.0009718756257516151
E1006_core0.60_active0.40_top3_r30_strong_spread,ULTRACEMCO,-0.0031458263965565923
E1006_core0.60_active0.40_top3_r30_strong_spread,WIPRO,0.014542354170379959
E1006_core0.30_active0.70_top5_r30_strong_spread,ADANIPORTS,0.08414349725609803
E1006_core0.30_active0.70_top5_r30_strong_spread,AXISBANK,0.11174348144171596
E1006_core0.30_active0.70_top5_r30_strong_spread,BAJAJ-AUTO,-0.01875842936227519
E1006_core0.30_active0.70_top5_r30_strong_spread,BHARTIARTL,0.04380117250648198
E1006_core0.30_active0.70_top5_r30_strong_spread,BPCL,0.08541700483611149
E1006_core0.30_active0.70_top5_r30_strong_spread,BRITANNIA,0.04103926151283598
E1006_core0.30_active0.70_top5_r30_strong_spread,CIPLA,0.03820344881501646
E1006_core0.30_active0.70_top5_r30_strong_spread,DRREDDY,0.021919198974671684
E1006_core0.30_active0.70_top5_r30_strong_spread,HCLTECH,0.09732467816592737
E1006_core0.30_active0.70_top5_r30_strong_spread,HDFCBANK,0.025216208823912616
E1006_core0.30_active0.70_top5_r30_strong_spread,HINDUNILVR,0.03497711022692983
E1006_core0.30_active0.70_top5_r30_strong_spread,ICICIBANK,0.04626396836204743
E1006_core0.30_active0.70_top5_r30_strong_spread,INFY,0.030553080290956783
E1006_core0.30_active0.70_top5_r30_strong_spread,ITC,0.05516767220996923
E1006_core0.30_active0.70_top5_r30_strong_spread,KOTAKBANK,-0.008094501005143891
E1006_core0.30_active0.70_top5_r30_strong_spread,LT,0.1035044115048285
E1006_core0.30_active0.70_top5_r30_strong_spread,M&M,0.0718039160611865
E1006_core0.30_active0.70_top5_r30_strong_spread,MARUTI,0.053865078042756726
E1006_core0.30_active0.70_top5_r30_strong_spread,NESTLEIND,-0.0077151816849237494
E1006_core0.30_active0.70_top5_r30_strong_spread,ONGC,0.04905019870469027
E1006_core0.30_active0.70_top5_r30_strong_spread,RELIANCE,0.05046576873605588
E1006_core0.30_active0.70_top5_r30_strong_spread,SBIN,0.10359781605877653
E1006_core0.30_active0.70_top5_r30_strong_spread,SUNPHARMA,0.06187895483048262
E1006_core0.30_active0.70_top5_r30_strong_spread,TCS,0.051922584915223495
E1006_core0.30_active0.70_top5_r30_strong_spread,TECHM,0.04487235960794789
E1006_core0.30_active0.70_top5_r30_strong_spread,ULTRACEMCO,0.06000499408409693
E1006_core0.30_active0.70_top5_r30_strong_spread,WIPRO,0.010754993470732293
E1006_core0.80_active0.20_top5_r30_trend_score_positive,ADANIPORTS,0.02404099921602801
E1006_core0.80_active0.20_top5_r30_trend_score_positive,AXISBANK,0.03192670898334742
E1006_core0.80_active0.20_top5_r30_trend_score_positive,BAJAJ-AUTO,-0.0053595512463643375
E1006_core0.80_active0.20_top5_r30_trend_score_positive,BHARTIARTL,0.012514620716137712
E1006_core0.80_active0.20_top5_r30_trend_score_positive,BPCL,0.02440485852460329
E1006_core0.80_active0.20_top5_r30_trend_score_positive,BRITANNIA,0.011725503289381711
E1006_core0.80_active0.20_top5_r30_trend_score_positive,CIPLA,0.010915271090004702
E1006_core0.80_active0.20_top5_r30_trend_score_positive,DRREDDY,0.006262628278477623
E1006_core0.80_active0.20_top5_r30_trend_score_positive,HCLTECH,0.02780705090455068
E1006_core0.80_active0.20_top5_r30_trend_score_positive,HDFCBANK,0.007204631092546466
E1006_core0.80_active0.20_top5_r30_trend_score_positive,HINDUNILVR,0.009993460064837098
E1006_core0.80_active0.20_top5_r30_trend_score_positive,ICICIBANK,0.013218276674870695
E1006_core0.80_active0.20_top5_r30_trend_score_positive,INFY,0.008729451511701942
E1006_core0.80_active0.20_top5_r30_trend_score_positive,ITC,0.01576219205999121
E1006_core0.80_active0.20_top5_r30_trend_score_positive,KOTAKBANK,-0.002312714572898253
E1006_core0.80_active0.20_top5_r30_trend_score_positive,LT,0.029572689001379566
E1006_core0.80_active0.20_top5_r30_trend_score_positive,M&M,0.020515404588910432
E1006_core0.80_active0.20_top5_r30_trend_score_positive,MARUTI,0.015390022297930489
E1006_core0.80_active0.20_top5_r30_trend_score_positive,NESTLEIND,-0.002204337624263933
E1006_core0.80_active0.20_top5_r30_trend_score_positive,ONGC,0.014014342487054363
E1006_core0.80_active0.20_top5_r30_trend_score_positive,RELIANCE,0.01441879106744454
E1006_core0.80_active0.20_top5_r30_trend_score_positive,SBIN,0.0295993760167933
E1006_core0.80_active0.20_top5_r30_trend_score_positive,SUNPHARMA,0.017679701380137886
E1006_core0.80_active0.20_top5_r30_trend_score_positive,TCS,0.014835024261492429
E1006_core0.80_active0.20_top5_r30_trend_score_positive,TECHM,0.012820674173699394
E1006_core0.80_active0.20_top5_r30_trend_score_positive,ULTRACEMCO,0.0171442840240277
E1006_core0.80_active0.20_top5_r30_trend_score_positive,WIPRO,0.0030728552773520825
E1006_core0.80_active0.20_top5_r30_always,ADANIPORTS,0.02404099921602801
E1006_core0.80_active0.20_top5_r30_always,AXISBANK,0.03192670898334742
E1006_core0.80_active0.20_top5_r30_always,BAJAJ-AUTO,-0.0053595512463643375
E1006_core0.80_active0.20_top5_r30_always,BHARTIARTL,0.012514620716137712
E1006_core0.80_active0.20_top5_r30_always,BPCL,0.02440485852460329
E1006_core0.80_active0.20_top5_r30_always,BRITANNIA,0.011725503289381711
E1006_core0.80_active0.20_top5_r30_always,CIPLA,0.010915271090004702
E1006_core0.80_active0.20_top5_r30_always,DRREDDY,0.006262628278477623
E1006_core0.80_active0.20_top5_r30_always,HCLTECH,0.02780705090455068
E1006_core0.80_active0.20_top5_r30_always,HDFCBANK,0.007204631092546466
E1006_core0.80_active0.20_top5_r30_always,HINDUNILVR,0.009993460064837098
E1006_core0.80_active0.20_top5_r30_always,ICICIBANK,0.013218276674870695
E1006_core0.80_active0.20_top5_r30_always,INFY,0.008729451511701942
E1006_core0.80_active0.20_top5_r30_always,ITC,0.01576219205999121
E1006_core0.80_active0.20_top5_r30_always,KOTAKBANK,-0.002312714572898253
E1006_core0.80_active0.20_top5_r30_always,LT,0.029572689001379566
E1006_core0.80_active0.20_top5_r30_always,M&M,0.020515404588910432
E1006_core0.80_active0.20_top5_r30_always,MARUTI,0.015390022297930489
E1006_core0.80_active0.20_top5_r30_always,NESTLEIND,-0.002204337624263933
E1006_core0.80_active0.20_top5_r30_always,ONGC,0.014014342487054363
E1006_core0.80_active0.20_top5_r30_always,RELIANCE,0.01441879106744454
E1006_core0.80_active0.20_top5_r30_always,SBIN,0.0295993760167933
E1006_core0.80_active0.20_top5_r30_always,SUNPHARMA,0.017679701380137886
E1006_core0.80_active0.20_top5_r30_always,TCS,0.014835024261492429
E1006_core0.80_active0.20_top5_r30_always,TECHM,0.012820674173699394
E1006_core0.80_active0.20_top5_r30_always,ULTRACEMCO,0.0171442840240277
E1006_core0.80_active0.20_top5_r30_always,WIPRO,0.0030728552773520825
