leg_key,side,tradingsymbol,present_in_t28_chain_band,bid,ask,quote_age_seconds,spread_pct,selected_leg_symbol_source,leg_reconciliation_ok,phase2_defensive_credit_points,phase2_weighted_credit_points,phase1_latest_weighted_credit_points,phase1_latest_observed_timestamp_ist,phase2_vs_phase1_diff_points,phase2_vs_phase1_diff_pct,broker_order_allowed
def_short_call,sell,NIFTY26AUG24950CE,True,2.4,2.45,0.911552,0.020618556701031,t28_selected_profile_snapshot,True,4.25,6.375,6.825000000000001,2026-08-20T09:41:09.152856+05:30,-0.45000000000000107,-0.06593406593406607,False
def_short_put,sell,NIFTY26AUG23500PE,True,4.0,4.05,0.911552,0.0124223602484471,t28_selected_profile_snapshot,True,4.25,6.375,6.825000000000001,2026-08-20T09:41:09.152856+05:30,-0.45000000000000107,-0.06593406593406607,False
def_long_call,buy,NIFTY26AUG26150CE,True,0.55,0.6,3.911552,0.0869565217391303,t28_selected_profile_snapshot,True,4.25,6.375,6.825000000000001,2026-08-20T09:41:09.152856+05:30,-0.45000000000000107,-0.06593406593406607,False
def_long_put,buy,NIFTY26AUG22250PE,True,1.5,1.55,1.911552,0.0327868852459016,t28_selected_profile_snapshot,True,4.25,6.375,6.825000000000001,2026-08-20T09:41:09.152856+05:30,-0.45000000000000107,-0.06593406593406607,False
