experiment_id,ticker,pnl_contribution
E1002,ADANIPORTS,0.015008581899180284
E1002,AXISBANK,-0.03680947017200454
E1002,BAJAJ-AUTO,0.10425146429115785
E1002,BHARTIARTL,-0.042304294409764596
E1002,BPCL,0.00931453324962056
E1002,BRITANNIA,-0.056755732264341635
E1002,CIPLA,0.06545223521535817
E1002,DRREDDY,0.003645803016447044
E1002,HCLTECH,-0.006472380748778559
E1002,HDFCBANK,-0.028928793462529644
E1002,HINDUNILVR,-0.022967818629275105
E1002,ICICIBANK,-0.04257748541136299
E1002,INFY,-0.04362481272370766
E1002,ITC,-0.0033130308086469253
E1002,KOTAKBANK,-0.03559420181357269
E1002,LT,-0.0463223363254832
E1002,M&M,0.01822276917851376
E1002,MARUTI,-0.006063156465499437
E1002,NESTLEIND,-0.0016224158319147548
E1002,ONGC,0.005871191425272658
E1002,RELIANCE,-0.0004603907850075969
E1002,SBIN,0.013991882750158169
E1002,SUNPHARMA,-0.03909038335016757
E1002,TCS,0.012152886616375291
E1002,TECHM,-0.07394285627381211
E1002,ULTRACEMCO,-0.016146140522268
E1002,WIPRO,0.04192297257905162
E1003,ADANIPORTS,0.016822622485470107
E1003,AXISBANK,0.020717382839739576
E1003,BAJAJ-AUTO,0.08538015276463515
E1003,BHARTIARTL,0.002977228575141943
E1003,BPCL,0.036498576776041465
E1003,BRITANNIA,-0.07987780695981947
E1003,CIPLA,0.01295480919289992
E1003,DRREDDY,-0.013118678193820368
E1003,HCLTECH,-0.03592005159899182
E1003,HDFCBANK,-0.04155744568948401
E1003,HINDUNILVR,-0.0037222534288380614
E1003,ICICIBANK,-0.029629621277140302
E1003,INFY,0.007120702653651782
E1003,ITC,-0.0499702276945918
E1003,KOTAKBANK,-0.020691242671142585
E1003,LT,-0.03844427346908544
E1003,M&M,0.03653230807411649
E1003,MARUTI,0.020641840069256026
E1003,NESTLEIND,0.015331043631238873
E1003,ONGC,0.05526279632590396
E1003,RELIANCE,-0.04688939708884578
E1003,SBIN,0.018630000111077745
E1003,SUNPHARMA,0.0041521985582405165
E1003,TCS,-0.03948211508898863
E1003,TECHM,-0.05188704454284753
E1003,ULTRACEMCO,0.03225035624676073
E1003,WIPRO,0.02611243905633099
E1006,ADANIPORTS,-0.05009569654259857
E1006,AXISBANK,0.025532664514935424
E1006,BAJAJ-AUTO,0.06662619985835744
E1006,BHARTIARTL,-0.03374049661149828
E1006,BPCL,-0.017808908786792067
E1006,BRITANNIA,-0.0161821413589143
E1006,CIPLA,0.03680944809861406
E1006,DRREDDY,0.016185386257491437
E1006,HCLTECH,0.001941481627614049
E1006,HDFCBANK,-0.017620130316636277
E1006,HINDUNILVR,-0.0023706630384772763
E1006,ICICIBANK,-0.037714307276757265
E1006,INFY,-0.03729255180175197
E1006,ITC,-0.04926987077515371
E1006,KOTAKBANK,0.02378051967178501
E1006,LT,-0.016121071460063887
E1006,M&M,0.0678237035353746
E1006,MARUTI,-0.050900897400825235
E1006,NESTLEIND,-0.009880823267137327
E1006,ONGC,0.06447490418026569
E1006,RELIANCE,0.03558183967817395
E1006,SBIN,-0.008761555105487413
E1006,SUNPHARMA,-0.011074372132816087
E1006,TCS,0.0030159937550986865
E1006,TECHM,-0.028856239362431445
E1006,ULTRACEMCO,0.01662738589017134
E1006,WIPRO,0.06096694671326027
