profile,objective,allocation,capital_budget_rupees,worst_trade_budget_rupees,drawdown_budget_rupees,lot_size_reference,base_allowed_lots,moderate_allowed_lots,harsh_allowed_lots,base_ann_return_on_capital,moderate_ann_return_on_capital,harsh_ann_return_on_capital,min_nearby_lot_ann_return_on_capital,base_ann_pnl_rupees,harsh_ann_pnl_rupees,harsh_worst_trade_rupees,harsh_max_drawdown_rupees,harsh_peak_margin_rupees,harsh_capital_utilization,harsh_worst_trade_budget_used,harsh_drawdown_budget_used,deployable_lot_scenarios,missing_lot_scenarios,passes_return_gate,passes_lot_sensitivity,selection_score,selected_for_profile
balanced_500k,maximize_harsh_adjusted_return_with_loss_penalty,def_full_resg100_ovg25,500000,25000,50000,65,4,4,4,0.2197899762669801,0.1312858047675026,0.0666911641588296,0.057713507445141,109894.98813349009,33345.58207941484,-22517.3,-38430.925,452357.10000003217,0.9047142000000644,0.9006919999999999,0.7686185000000001,9,,True,True,-0.2751383203925027,False
balanced_500k,maximize_harsh_adjusted_return_with_loss_penalty,def_full_resg100_ovg0,500000,25000,50000,65,4,4,4,0.1974454990073145,0.1168446581504702,0.0578886264367816,0.0500959267241379,98722.74950365728,28944.31321839081,-22517.3,-37137.1,452357.10000003217,0.9047142000000644,0.9006919999999999,0.742742,9,,True,True,-0.2822717809064786,False
balanced_500k,maximize_harsh_adjusted_return_with_loss_penalty,def_full_resg25_ovg25,500000,25000,50000,65,4,4,4,0.1387392837904911,0.0869757510057471,0.0496823074973876,0.042994304565047,69369.64189524556,24841.15374869384,-5629.325,-14459.575000000004,452357.1000001608,0.9047142000003215,0.22517299999999998,0.2891915000000001,9,,False,True,-0.042034103170715854,False
balanced_500k,maximize_harsh_adjusted_return_with_loss_penalty,def_full_resg25_ovg0,500000,25000,50000,65,4,4,4,0.1163948065308255,0.0725346043887147,0.0408797697753396,0.0353767238440438,58197.40326541276,20439.8848876698,-5629.325,-13165.750000000002,452357.1000001608,0.9047142000003215,0.22517299999999998,0.263315,9,,False,True,-0.04916756368469175,False
balanced_500k,maximize_harsh_adjusted_return_with_loss_penalty,def_full_resg50_ovg0,500000,25000,50000,65,4,4,4,0.1434117040229885,0.0873046223092999,0.0465493886624869,0.0402831248040752,71705.85201149428,23274.694331243467,-11258.65,-21156.200000000004,452357.100000075,0.90471420000015,0.45034599999999997,0.4231240000000001,9,,False,True,-0.12686896942528741,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg0_ovg50,1000000,50000,100000,65,13,13,13,0.2418685976689385,0.1563187109012471,0.0952833861368909,0.093028158062645,241868.5976689385,95283.38613689094,-13124.9625,-23790.974999999977,964191.4750000392,0.9641914750000392,0.26249925,0.23790974999999975,9,,True,True,0.12129812555611949,True
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg0_ovg25,1000000,50000,100000,65,13,13,13,0.2015571647241154,0.1302655924177059,0.0794028217807424,0.0775234650522041,201557.16472411543,79402.82178074245,-10937.46875,-19825.81250000003,964191.4750000488,0.9641914750000488,0.218749375,0.19825812500000028,9,,True,True,0.10108177129676614,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg0_ovg0,1000000,50000,100000,65,13,13,13,0.1612457317792923,0.1042124739341647,0.0635222574245939,0.0620187720417633,161245.73177929234,63522.25742459397,-8749.975,-15860.650000000009,964191.4750000272,0.9641914750000272,0.1749995,0.1586065000000001,9,,True,True,0.08086541703741293,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg25_ovg50,1000000,50000,100000,65,8,8,8,0.1610837610501567,0.1014168976227795,0.0584848452194357,0.0584848452194357,161083.76105015673,58484.84521943574,-11258.65,-31506.80000000001,904714.2000003216,0.9047142000003215,0.22517299999999998,0.3150680000000001,9,,True,True,0.05026669471786828,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg50_ovg50,1000000,50000,100000,65,8,8,8,0.1881006585423197,0.1161869155433646,0.064154464106583,0.064154464106583,188100.65854231975,64154.46410658307,-22517.3,-47487.70000000001,904714.20000015,0.90471420000015,0.45034599999999997,0.4748770000000001,9,,True,True,0.022256030768025,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg50_ovg25,1000000,50000,100000,65,8,8,8,0.1657561812826541,0.1017457689263323,0.055351926384535,0.055351926384535,165756.18128265414,55351.926384535,-22517.3,-44900.05,904714.20000015,0.90471420000015,0.45034599999999997,0.4490005,9,,True,True,0.00920980432340647,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg75_ovg50,1000000,50000,100000,65,8,8,8,0.2151175560344828,0.1309569334639498,0.0698240829937304,0.0698240829937304,215117.5560344828,69824.08299373041,-33775.95,-63468.60000000001,904714.2000000929,0.9047142000000928,0.675519,0.6346860000000001,9,,True,True,-0.005754633181818153,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg75_ovg25,1000000,50000,100000,65,8,8,8,0.1927730787748171,0.1165157868469174,0.0610215452716823,0.0610215452716823,192773.07877481717,61021.54527168233,-33775.95,-60880.95,904714.2000000929,0.9047142000000928,0.675519,0.6088095,9,,True,True,-0.01880085962643681,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg100_ovg50,1000000,50000,100000,65,8,8,8,0.2421344535266458,0.145726951384535,0.0754937018808777,0.0754937018808777,242134.4535266458,75493.70188087774,-45034.6,-79449.50000000001,904714.2000000644,0.9047142000000644,0.9006919999999999,0.7944950000000002,9,,True,True,-0.03376529713166146,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg100_ovg25,1000000,50000,100000,65,8,8,8,0.2197899762669801,0.1312858047675026,0.0666911641588296,0.0666911641588296,219789.9762669801,66691.16415882968,-45034.6,-76861.85,904714.2000000644,0.9047142000000644,0.9006919999999999,0.7686185000000001,9,,True,True,-0.046811523576280115,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg100_ovg0,1000000,50000,100000,65,8,8,8,0.1974454990073145,0.1168446581504702,0.0578886264367816,0.0578886264367816,197445.49900731456,57888.62643678161,-45034.6,-74274.2,904714.2000000644,0.9047142000000644,0.9006919999999999,0.742742,9,,True,True,-0.05985775002089866,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg25_ovg25,1000000,50000,100000,65,8,8,8,0.1387392837904911,0.0869757510057471,0.0496823074973876,0.0496823074973876,138739.2837904911,49682.30749738768,-11258.65,-28919.15000000001,904714.2000003216,0.9047142000003215,0.22517299999999998,0.2891915000000001,9,,False,True,0.037220468273249686,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg25_ovg0,1000000,50000,100000,65,8,8,8,0.1163948065308255,0.0725346043887147,0.0408797697753396,0.0408797697753396,116394.80653082552,40879.7697753396,-11258.65,-26331.500000000004,904714.2000003216,0.9047142000003215,0.22517299999999998,0.263315,9,,False,True,0.024174241828631128,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg50_ovg0,1000000,50000,100000,65,8,8,8,0.1434117040229885,0.0873046223092999,0.0465493886624869,0.0465493886624869,143411.70402298856,46549.38866248693,-22517.3,-42312.40000000001,904714.20000015,0.90471420000015,0.45034599999999997,0.4231240000000001,9,,False,True,-0.0038364221212121505,False
growth_1m,maximize_return_after_harsh_positive_gate,def_full_resg75_ovg0,1000000,50000,100000,65,8,8,8,0.1704286015151515,0.102074640229885,0.0522190075496342,0.0522190075496342,170428.60151515153,52219.00754963428,-33775.95,-58293.30000000001,904714.2000000929,0.9047142000000928,0.675519,0.5829330000000001,9,,False,True,-0.03184708607105545,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg0_ovg50,2000000,100000,200000,65,27,26,26,0.2511712360408207,0.1563187109012471,0.0952833861368909,0.0952833861368909,502342.4720816415,190566.77227378188,-26249.925000000003,-47581.94999999995,1928382.9500000789,0.9641914750000392,0.26249925,0.23790974999999975,9,,True,True,0.14706137857444535,True
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg0_ovg25,2000000,100000,200000,65,27,26,26,0.2093093633673506,0.1302655924177059,0.0794028217807424,0.0794028217807424,418618.72673470137,158805.6435614849,-21874.9375,-39651.62500000006,1928382.9500000973,0.9641914750000488,0.218749375,0.19825812500000028,9,,True,True,0.12255114881203773,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg0_ovg0,2000000,100000,200000,65,27,26,26,0.1674474906938804,0.1042124739341647,0.0635222574245939,0.0635222574245939,334894.98138776096,127044.51484918794,-17499.95,-31721.300000000017,1928382.950000055,0.9641914750000272,0.1749995,0.1586065000000001,9,,True,True,0.09804091904963012,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg25_ovg50,2000000,100000,200000,65,17,17,17,0.1711514961157915,0.1077554537242032,0.0621401480456504,0.0618589709051724,342302.99223158305,124280.29609130094,-23924.63125,-66951.95000000003,1922517.6750006836,0.9612588375003416,0.23924631249999997,0.33475975000000013,9,,True,True,0.0736866492912421,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg50_ovg50,2000000,100000,200000,65,17,17,17,0.1998569497012147,0.1234485977648249,0.0681641181132445,0.0678556831896551,399713.8994024295,136328.236226489,-47849.2625,-100911.36250000002,1922517.6750003188,0.9612588375001594,0.47849262499999995,0.5045568125000001,9,,True,True,0.05493823114542515,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg50_ovg25,2000000,100000,200000,65,17,17,17,0.17611594261282,0.108104879484228,0.0588114217835684,0.0585453067528735,352231.8852256401,117622.84356713688,-47849.2625,-95412.60625,1922517.6750003188,0.9612588375001594,0.47849262499999995,0.47706303125,9,,True,True,0.03953238657258196,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg75_ovg50,2000000,100000,200000,65,17,17,17,0.2285624032866379,0.1391417418054467,0.0741880881808385,0.0738523954741379,457124.806573276,148376.1763616771,-71773.89374999999,-134870.77500000002,1922517.6750001973,0.9612588375000988,0.7177389374999998,0.6743538750000001,9,,True,True,0.03618981299960812,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg75_ovg25,2000000,100000,200000,65,17,17,17,0.2048213961982432,0.1237980235248498,0.0648353918511624,0.0645420190373563,409642.7923964865,129670.78370232496,-71773.89374999999,-129372.01875,1922517.6750001973,0.9612588375000988,0.7177389374999998,0.64686009375,9,,True,True,0.020783968426764915,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg100_ovg50,2000000,100000,200000,65,17,17,17,0.2572678568720611,0.1548348858460684,0.0802120582484326,0.0798491077586206,514535.7137441224,160424.1164968652,-95698.525,-168830.18750000003,1922517.6750001367,0.9612588375000684,0.9569852499999999,0.8441509375000001,9,,True,True,0.01744139485379112,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg75_ovg0,2000000,100000,200000,65,17,17,17,0.1810803891098485,0.1084543052442529,0.0554826955214864,0.0552316426005747,362160.778219697,110965.39104297286,-71773.89374999999,-123873.26250000004,1922517.6750001973,0.9612588375000988,0.7177389374999998,0.6193663125000002,9,,True,True,0.005378123853921765,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg100_ovg25,2000000,100000,200000,65,17,17,17,0.2335268497836664,0.1394911675654715,0.0708593619187565,0.070538731321839,467053.6995673328,141718.72383751304,-95698.525,-163331.43125000002,1922517.6750001367,0.9612588375000684,0.9569852499999999,0.8166571562500001,9,,True,True,0.002035550280947915,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg100_ovg0,2000000,100000,200000,65,17,17,17,0.2097858426952717,0.1241474492848746,0.0615066655890804,0.0612283548850574,419571.6853905435,123013.33117816092,-95698.525,-157832.675,1922517.6750001367,0.9612588375000684,0.9569852499999999,0.7891633749999999,9,,True,True,-0.013370294291895221,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg25_ovg25,2000000,100000,200000,65,17,17,17,0.1474104890273968,0.0924117354436063,0.0527874517159744,0.0525485944683908,294820.97805479367,105574.9034319488,-23924.63125,-61453.19375000002,1922517.6750006836,0.9612588375003416,0.23924631249999997,0.3072659687500001,9,,False,True,0.05828080471839896,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg25_ovg0,2000000,100000,200000,65,17,17,17,0.1236694819390021,0.0770680171630094,0.0434347553862983,0.0432382180316091,247338.96387800423,86869.51077259665,-23924.63125,-55954.43750000001,1922517.6750006836,0.9612588375003416,0.23924631249999997,0.27977218750000005,9,,False,True,0.042874960145555766,False
large_capital_growth_2m,maximize_return_after_nearby_lot_sensitivity,def_full_resg50_ovg0,2000000,100000,200000,65,17,17,17,0.1523749355244253,0.0927611612036311,0.0494587254538923,0.0492349303160919,304749.8710488507,98917.45090778476,-47849.2625,-89913.85000000002,1922517.6750003188,0.9612588375001594,0.47849262499999995,0.4495692500000001,9,,False,True,0.024126541999738745,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg0_ovg50,200000,10000,25000,65,2,2,2,0.1860527674376449,0.1202451622317285,0.073294912412993,0.073294912412993,37210.553487529,14658.982482598609,-2019.225,-3660.149999999997,148337.15000000605,0.7416857500000302,0.2019225,0.14640599999999987,9,,True,True,0.011037436671621222,True
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg0_ovg25,200000,10000,25000,65,2,2,2,0.1550439728647042,0.1002043018597737,0.0610790936774941,0.0610790936774941,31008.79457294084,12215.81873549884,-1682.6875,-3050.1250000000045,148337.1500000075,0.7416857500000376,0.16826875,0.12200500000000018,9,,True,True,0.009197863893017577,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg0_ovg0,200000,10000,25000,65,2,2,2,0.1240351782917633,0.080163441487819,0.0488632749419953,0.0488632749419953,24807.035658352663,9772.654988399072,-1346.15,-2440.1000000000013,148337.1500000042,0.741685750000021,0.134615,0.09760400000000005,9,,True,True,0.007358291114414078,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg25_ovg50,200000,10000,25000,65,1,1,1,0.1006773506563479,0.0633855610142372,0.0365530282621473,0.0365530282621473,20135.47013126959,7310.605652429467,-1407.33125,-3938.350000000001,113089.2750000402,0.565446375000201,0.140733125,0.15753400000000004,9,,True,True,-0.031323640149882495,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg25_ovg25,200000,10000,25000,65,1,1,1,0.0867120523690569,0.0543598443785919,0.0310514421858673,0.0310514421858673,17342.41047381139,6210.28843717346,-1407.33125,-3614.893750000001,113089.2750000402,0.565446375000201,0.140733125,0.14459575000000005,9,,True,True,-0.03525913800001636,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg50_ovg50,200000,10000,25000,65,1,1,1,0.1175629115889498,0.0726168222146029,0.0400965400666144,0.0400965400666144,23512.582317789973,8019.308013322884,-2814.6625,-5935.9625000000015,113089.27500001877,0.5654463750000938,0.28146625,0.23743850000000005,9,,True,True,-0.08626026740056822,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg50_ovg25,200000,10000,25000,65,1,1,1,0.1035976133016588,0.0635911055789576,0.0345949539903343,0.0345949539903343,20719.522660331768,6918.990798066875,-2814.6625,-5612.506249999999,113089.27500001877,0.5654463750000938,0.28146625,0.22450024999999998,9,,True,True,-0.09019576525070211,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg75_ovg50,200000,10000,25000,65,1,1,1,0.1344484725215517,0.0818480834149686,0.0436400518710815,0.0436400518710815,26889.694504310348,8728.010374216301,-4221.99375,-7933.575000000002,113089.2750000116,0.565446375000058,0.422199375,0.31734300000000004,9,,True,True,-0.14119689465125393,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg75_ovg25,200000,10000,25000,65,1,1,1,0.1204831742342607,0.0728223667793234,0.0381384657948014,0.0381384657948014,24096.634846852143,7627.693158960291,-4221.99375,-7610.118750000001,113089.2750000116,0.565446375000058,0.422199375,0.30440475,9,,True,True,-0.14513239250138782,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg75_ovg0,200000,10000,25000,65,1,1,1,0.1065178759469697,0.0637966501436781,0.0326368797185214,0.0326368797185214,21303.57518939394,6527.375943704285,-4221.99375,-7286.662500000001,113089.2750000116,0.565446375000058,0.422199375,0.2914665000000001,9,,True,True,-0.1490678903515217,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg100_ovg50,200000,10000,25000,65,1,1,1,0.1513340334541536,0.0910793446153343,0.0471835636755485,0.0471835636755485,30266.806690830726,9436.712735109715,-5629.325,-9931.187500000002,113089.27500000804,0.5654463750000402,0.5629325,0.3972475000000001,9,,True,True,-0.19613352190193972,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg100_ovg25,200000,10000,25000,65,1,1,1,0.1373687351668626,0.0820536279796891,0.0416819775992685,0.0416819775992685,27473.74703337252,8336.39551985371,-5629.325,-9607.73125,113089.27500000804,0.5654463750000402,0.5629325,0.38430925000000005,9,,True,True,-0.20006901975207358,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg100_ovg0,200000,10000,25000,65,1,1,1,0.1234034368795716,0.0730279113440438,0.0361803915229885,0.0361803915229885,24680.68737591432,7236.078304597701,-5629.325,-9284.275,113089.27500000804,0.5654463750000402,0.5629325,0.371371,9,,True,True,-0.20400451760220742,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg25_ovg0,200000,10000,25000,65,1,1,1,0.0727467540817659,0.0453341277429467,0.0255498561095872,0.0255498561095872,14549.35081635319,5109.97122191745,-1407.33125,-3291.4375000000005,113089.2750000402,0.565446375000201,0.140733125,0.1316575,9,,False,True,-0.039194635850150254,False
small_capital_loss_first,minimize_harsh_loss_after_positive_return,def_full_resg50_ovg0,200000,10000,25000,65,1,1,1,0.0896323150143678,0.0545653889433124,0.0290933679140543,0.0290933679140543,17926.46300287357,5818.673582810867,-2814.6625,-5289.050000000001,113089.27500001877,0.5654463750000938,0.28146625,0.21156200000000006,9,,False,True,-0.094131263100836,False
