collection_date_ist,generated_at_ist,underlying,spot_source,spot_last_price,selected_expiry,days_to_expiry,band_low,band_high,candidate_contracts,quote_symbols_requested,quote_packets_received,detail_rows,ce_rows,pe_rows,fresh_quote_rows,spread_quality_pass_rows,median_spread_pct,max_spread_pct,broker_orders_allowed,order_route,collector_status,blocker,spot_quote_error,nfo_instrument_error,quote_fetch_error
2026-08-26,2026-08-26T09:46:45.465217+05:30,NIFTY,NSE:NIFTY 50,,,,,,0,0,0,0,0,0,0,0,,,False,blocked_no_broker_call,blocked_kite_auth_unavailable,Zerodha Kite session could not be authenticated for quote-only chain-band collection.,No valid cached access token and KITE_ALLOW_TOTP_LOGIN=0.,,
