output_prefix,spot_path,spot_status,vix_path,vix_status,bhavcopy_root,variant_count,mode_scope,candidate_reference,fixed_rule
tb11_options_low_loss_harsh_cost,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_NIFTY_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_INDIAVIX_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy,12,real_chain_options_low_loss_exact_candidate_harsh_cost_validation,TB11_T08_dte8_ret5_0p02,"3pct shorts, 5pct wings, vix_change<=15pct, spot_ret_5d>=2pct, spot_vs_sma20>=0, total_entry_contracts>=60000, days_to_expiry<=8"
