output_prefix,generated_at_ist,t28_summary_source,t28_detail_source,t28_unresolved_source,mode_scope,note
tb11_t28_freshness_gate,2026-07-01T13:38:09.760969+05:30,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_nifty_chain_band_quote_collector_summary.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_nifty_chain_band_quote_collector_detail_20260701.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_nifty_chain_band_quote_collector_unresolved_20260701.csv,tb11_t28_freshness_gate_no_order,Reads T28 chain-band quote artifacts and decides whether Phase 2 paper-price reconciliation may open.
