output_prefix,growth_detail_source,defensive_detail_source,selected_allocation,warmup_trade_count,lot_sizes,mode_scope,brokerage_per_order_rupees,stt_sell_premium_rate,stt_exercise_intrinsic_rate,exchange_transaction_rate,gst_rate,sebi_turnover_rate,stamp_buy_premium_rate,note
tb11_options_itemized_fno_cost_audit,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_harsh_cost_validation_detail.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_low_loss_harsh_cost_detail.csv,def_full_resg0_ovg50,1,"50,65,75",zerodha_style_indian_fno_itemized_cost_audit,20.0,0.0005,0.0015,0.0003553,0.18,1e-06,3e-05,"Itemizes option-leg brokerage, sell-side premium STT, NSE option transaction charges, SEBI charges, GST, buy-side stamp duty, and a conservative ITM-expiry intrinsic STT/brokerage bucket."
