output_prefix,growth_detail_source,defensive_detail_source,selected_allocation,warmup_trade_count,stt_exercise_rate,mode_scope,note
tb11_options_itm_expiry_stt_audit,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_harsh_cost_validation_detail.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_low_loss_harsh_cost_detail.csv,def_full_resg0_ovg50,1,0.00125,tb11_itm_expiry_stt_hazard_audit,Conservatively subtracts 0.125% of ITM short-leg intrinsic value at expiry before selected-profile aggregation.
