experiment_id,portfolio_style,rebalance_rule,top_k,rebalance_count,portfolio_mean_return,portfolio_median_return,portfolio_std_return,portfolio_mean_turnover,portfolio_mean_long_contribution,portfolio_mean_short_contribution,positive_windows,zero_windows,negative_windows,portfolio_win_rate,top_contributor_share,benchmark_policy,benchmark_return,excess_vs_benchmark,beats_flat,beats_benchmark,promotion_verdict,sweep_top_k,sweep_rebalance_every_sessions
E1003,long_only,every_4_session_open,5,181,0.0014129185464343895,0.001461136434157048,0.019893285335230847,1.5767955801104971,0.0014129185464343895,0.0,98,0,83,0.5414364640883977,0.11055479824304468,SIGNAL_E211_BANDED_68,0.0001012555869542,0.0013116629594801894,True,True,baseline_promoted,5,4
E1006,long_only,every_4_session_open,5,181,0.001190547367523859,0.0015147469169173471,0.020076230277742142,1.5812154696132596,0.001190547367523859,0.0,97,0,84,0.5359116022099447,0.10272076256190005,SIGNAL_E211_BANDED_68,0.0001012555869542,0.0010892917805696589,True,True,baseline_promoted,5,4
E1002,long_only,every_4_session_open,5,181,-0.00011455944799422639,0.00042653654168021103,0.02043420395835055,1.6165745856353593,-0.00011455944799422639,0.0,93,0,88,0.5138121546961326,0.12155216835648695,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.00021581503494842637,False,False,research_only,5,4
E1002,long_only,every_3_session_open,5,242,-1.824250068591391e-05,0.0004284632262165472,0.015477640064154195,1.6123966942148762,-1.824250068591391e-05,0.0,126,0,116,0.5206611570247934,0.08002034365000688,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.00011949808764011392,False,False,research_only,5,3
E1006,long_only,every_3_session_open,5,242,-0.000279973138621087,9.653974157673045e-05,0.016192909751484533,1.6338842975206613,-0.000279973138621087,0.0,122,0,120,0.5041322314049587,0.12628389325913214,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.000381228725575287,False,False,research_only,5,3
E1003,long_only,every_3_session_open,5,242,-0.00029958658653769717,-0.00047792726440214954,0.016575656549683397,1.6107438016528928,-0.00029958658653769717,0.0,119,0,123,0.49173553719008267,0.1022791787294441,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.00040084217349189717,False,False,research_only,5,3
E1006,long_only,every_2_session_open,5,362,8.750483023149403e-05,0.0009226741072438977,0.013556911759440016,1.6138121546961328,8.750483023149403e-05,0.0,191,0,171,0.5276243093922652,0.08403838991368842,SIGNAL_E211_BANDED_68,0.0001012555869542,-1.3750756722705963e-05,True,False,research_only,5,2
E1003,long_only,every_2_session_open,5,362,-0.0001652091169698633,0.0002812963315571464,0.013515681322203765,1.5939226519337018,-0.0001652091169698633,0.0,190,0,172,0.5248618784530387,0.10133245321916046,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0002664647039240633,False,False,research_only,5,2
E1002,long_only,every_2_session_open,5,362,-0.0005888435905442032,-0.00031158266659143236,0.013234791224416193,1.576243093922652,-0.0005888435905442032,0.0,179,0,183,0.494475138121547,0.13149283154329233,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0006900991774984031,False,False,research_only,5,2
E1006,long_only,every_1_session_open,5,724,-0.0007814281693124835,-0.0003984345661485604,0.010435757890071366,1.5947513812154694,-0.0007814281693124835,0.0,344,0,380,0.47513812154696133,0.10982133086212324,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0008826837562666836,False,False,research_only,5,1
E1002,long_only,every_1_session_open,5,724,-0.0010243006179889772,-0.0006119666774389812,0.01039299586789301,1.612983425414365,-0.0010243006179889772,0.0,331,0,393,0.457182320441989,0.06903085228000974,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0011255562049431772,False,False,research_only,5,1
E1003,long_only,every_1_session_open,5,724,-0.0010483960570924892,-0.000569822697048539,0.010787062974326958,1.5765193370165747,-0.0010483960570924892,0.0,344,0,380,0.47513812154696133,0.10310007692315841,SIGNAL_E211_BANDED_68,0.0001012555869542,-0.0011496516440466893,False,False,research_only,5,1
