generated_at_ist,t28_summary_source,t28_detail_source,t28_unresolved_source,collector_status,quote_packets_received,fresh_quote_rows,detail_rows,ce_rows,pe_rows,unresolved_rows,broker_block_violations,median_quote_age_seconds,max_quote_age_seconds,phase2_gate_passed,gate_status,next_action
2026-08-18T09:46:11.006049+05:30,/app/results/signal_baseline/tb11_nifty_chain_band_quote_collector_summary.csv,/app/results/signal_baseline/tb11_nifty_chain_band_quote_collector_detail_20260818.csv,/app/results/signal_baseline/tb11_nifty_chain_band_quote_collector_unresolved_20260818.csv,chain_band_fresh_quotes_captured,98,98,98,49,49,0,0,1.29429,22.29429,True,phase2_paper_price_reconciliation_ready,Open TB11 Phase 2 paper-price reconciliation with broker orders blocked.
