strategy,status,trade_count,first_entry,last_expiry,total_pnl_points,mean_pnl_points,worst_trade_points,win_rate,max_drawdown_points,mean_return_on_margin,total_return_on_margin,annualized_return_on_margin,tb11_return_correlation,correlation_observations,correlation_source,annualized_rom_gate_pass,correlation_gate_pass,broker_orders_allowed,blockers,next_action
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,research_rejected_by_initial_gates,308,2016-07-25,2024-07-11,496.4250000000082,1.611769480519507,-325.18,0.7467532467532467,-1078.9499999999925,0.00657230312064849,2.024269361159735,0.14912372278317787,0.47000435720120776,161,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_conditional_overlay_frontier_detail.csv,False,True,False,annualized_rom_below_15pct,Do not promote; compare against TB11 under fold/year stress if a later variant passes both gates.
