output_prefix,generated_at_ist,source_files,risk_free_rate,percentile_window_days,min_unique_fresh_dates,mode_scope,broker_orders_allowed
tb11_t30_iv_conditioned_sizing_readiness,2026-07-03T14:23:59.877110+05:30,tb11_nifty_chain_band_quote_collector_detail_20260629.csv|tb11_nifty_chain_band_quote_collector_detail_20260630.csv|tb11_nifty_chain_band_quote_collector_detail_20260701.csv|tb11_nifty_chain_band_quote_collector_detail_20260702.csv|tb11_nifty_chain_band_quote_collector_detail_20260703.csv,0.06,60,20,tb11_t30_iv_conditioned_sizing_local_research_only,False
