output_prefix,spot_path,spot_status,vix_path,vix_status,bhavcopy_root,variant_count,mode_scope,design_note
tb11_options_frontier_optimization,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_NIFTY_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_INDIAVIX_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy,28,real_chain_options_return_loss_frontier_optimization_research_only,"narrow frontier around T05: liquidity floor and 5d momentum threshold only, plus harsh cost checks"
