output_prefix,generated_at_ist,spot_path,spot_status,bhavcopy_root,bhavcopy_file_count,short_put_otm_pct,long_put_deeper_pct,premium_haircut,cost_per_leg_points,min_entry_contracts,trend_gate,mode_scope,broker_orders_allowed
tb16_defined_risk_nifty_bull_put_spread,2026-07-02T23:03:59.001278+05:30,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_NIFTY_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy,2346,0.03,0.02,0.15,1.0,50000,spot_above_sma20_and_20d_return_positive,tb16_defined_risk_nifty_bull_put_spread_backtest_research_only,False
