output_prefix,generated_at_ist,overall_status,earnings_calendar_path,nifty_weight_path,tb11_detail_path,tb15_detail_path,event_min_date,event_max_date,selected_tb11_allocation,tb11_warmup_drop_first_trade,candidate_summary_rows,sparse_or_not_testable_summary_rows,broker_orders_allowed
tb18_earnings_overlay_backtest,2026-07-03T14:13:47.920925+05:30,no_earnings_overlay_promoted_sparse_or_no_improvement,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\earnings_calendar.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nifty50_index_weights.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_conditional_overlay_frontier_detail.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb15_t04_defined_risk_bull_put_redesign_detail.csv,2025-01-07,2026-08-13,def_full_resg0_ovg50,True,0,10,False
