scenario,allocation,lot_size,entry_date,expiry_date,weighted_pnl_before_lumped_cost_points,weighted_pnl_after_lumped_cost_points,weighted_pnl_after_itemized_cost_points,weighted_return_after_itemized_cost,weighted_model_lumped_cost_points,weighted_itemized_entry_cost_points,weighted_itemized_expiry_cost_points,weighted_itemized_total_cost_points,weighted_itemized_minus_lumped_cost_points,defensive_itm_expiry_legs,growth_itm_expiry_legs,defensive_expiry_intrinsic_points,growth_expiry_intrinsic_points
harsh_stress,def_full_resg0_ovg50,50,2021-01-11,2021-01-14,16.24499999999999,-1.7550000000000079,13.375278785099994,0.018094996800600668,18.0,2.8697212148999998,0.0,2.8697212148999998,-15.130278785100002,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-02-01,2021-02-04,78.87,60.87,75.9022201866,0.10883286998738208,18.0,2.9677798134000004,0.0,2.9677798134000004,-15.0322201866,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-02-04,2021-02-11,41.332499999999996,23.332499999999996,38.414078459849996,0.05317232240495816,18.0,2.91842154015,0.0,2.91842154015,-15.08157845985,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-02-08,2021-02-11,18.375,0.375,15.502963993500002,0.01968005584703269,18.0,2.8720360064999997,0.0,2.8720360064999997,-15.127963993500002,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-04-26,2021-04-29,45.6375,27.637500000000003,42.73042630575,0.05938286670013549,18.0,2.90707369425,0.0,2.90707369425,-15.092926305750002,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-04-29,2021-05-06,104.33249999999998,86.33249999999998,101.33464110284999,0.14892407336794303,18.0,2.9978588971500004,0.0,2.9978588971500004,-15.002141102849999,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-05-20,2021-05-27,59.58,41.58,56.6482757844,0.07450975401746725,18.0,2.9317242156,0.0,2.9317242156,-15.0682757844,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-05-31,2021-06-03,6.419999999999998,-11.580000000000002,3.570163125599997,0.004486707793696271,18.0,2.8498368744,0.0,2.8498368744,-15.1501631256,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-08-04,2021-08-12,18.3,0.3000000000000015,15.425146866000002,0.01841149064931965,18.0,2.874853134,0.0,2.874853134,-15.125146866,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-12-27,2021-12-30,19.919999999999995,1.9199999999999964,17.051116011599998,0.01922942531080837,18.0,2.8688839884,0.0,2.8688839884,-15.131116011600001,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2021-12-30,2022-01-06,33.697500000000005,15.697500000000005,30.80774613855001,0.03510714232315521,18.0,2.8897538614499996,0.0,2.8897538614499996,-15.110246138550002,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-01-03,2022-01-06,12.442499999999997,-5.557500000000003,9.586201978649996,0.010750418556192907,18.0,2.85629802135,0.0,2.85629802135,-15.14370197865,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-01-05,2022-01-13,42.79499999999999,24.79499999999999,39.88615640609999,0.04576882325966469,18.0,2.9088435939,0.0,2.9088435939,-15.091156406100001,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-03-21,2022-03-24,71.085,53.084999999999994,68.1470570163,0.0799275835567258,18.0,2.9379429837,0.0,2.9379429837,-15.062057016299999,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-05-30,2022-06-02,18.382499999999997,0.38249999999999573,15.518229452849997,0.018523810291735547,18.0,2.86427054715,0.0,2.86427054715,-15.13572945285,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-07-06,2022-07-14,65.17500000000001,47.175,62.231869240500004,0.07715810456946254,18.0,2.9431307595,0.0,2.9431307595,-15.0568692405,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-07-07,2022-07-14,35.550000000000004,17.550000000000008,32.65975410600001,0.03952529844608497,18.0,2.890245894,0.0,2.890245894,-15.109754106,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-07-20,2022-07-28,18.187499999999993,0.18749999999999462,14.568178490249993,0.017559955992466465,18.0,2.89275900975,0.7265625,3.61932150975,-14.380678490249998,1,1,8.25,8.25
harsh_stress,def_full_resg0_ovg50,50,2022-07-21,2022-07-28,29.445000000000004,11.445000000000004,26.563105577100004,0.031989481287980064,18.0,2.8818944229,0.0,2.8818944229,-15.118105577100001,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-10-17,2022-10-20,26.46,8.46,23.5852702878,0.02672975915476676,18.0,2.8747297121999997,0.0,2.8747297121999997,-15.125270287800001,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-10-19,2022-10-27,33.495,15.494999999999997,30.600814817099998,0.0348659687776727,18.0,2.8941851829,0.0,2.8941851829,-15.1058148171,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-10-20,2022-10-27,14.572499999999998,-3.427500000000003,11.707083781049997,0.01314981582420236,18.0,2.8654162189500005,0.0,2.8654162189500005,-15.13458378105,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2022-10-31,2022-11-03,11.917499999999997,-6.082500000000002,9.064160106149998,0.009621688867582039,18.0,2.8533398938499994,0.0,2.8533398938499994,-15.14666010615,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2024-02-01,2024-02-08,28.6725,10.672499999999998,25.79243127105,0.02386232695527276,18.0,2.88006872895,0.0,2.88006872895,-15.11993127105,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2024-03-27,2024-04-04,13.4175,-4.5825000000000005,10.55700420015,0.009251967871969361,18.0,2.8604957998500002,0.0,2.8604957998500002,-15.139504200149998,0,0,0.0,0.0
harsh_stress,def_full_resg0_ovg50,50,2024-05-15,2024-05-23,27.359999999999992,9.359999999999992,24.479389282799993,0.021629487950448854,18.0,2.8806107172,0.0,2.8806107172,-15.1193892828,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-02-25,2019-02-28,4.121250000000002,-1.8787499999999986,1.933874426688463,0.003237951162512443,6.0,2.187375573311538,0.0,2.187375573311538,-3.812624426688462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-05-20,2019-05-23,143.11874999999998,137.11874999999998,140.70099035878843,0.2788435907722416,6.0,2.4177596412115387,0.0,2.4177596412115387,-3.5822403587884617,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-05-22,2019-05-30,228.25500000000002,222.25500000000002,225.63567502333848,0.45323840472317556,6.0,2.619324976661538,0.0,2.619324976661538,-3.380675023338462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-05-23,2019-05-30,69.5325,63.5325,67.24440578023845,0.11139727121112317,6.0,2.288094219761539,0.0,2.288094219761539,-3.711905780238461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-09-23,2019-09-26,23.9775,17.9775,21.756540762438462,0.03431549846997068,6.0,2.220959237561538,0.0,2.220959237561538,-3.7790407624384614,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-09-26,2019-10-03,28.2675,22.267500000000002,26.048127074838458,0.044821307697324224,6.0,2.2193729251615384,0.0,2.2193729251615384,-3.780627074838461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-10-14,2019-10-17,15.682500000000001,9.682500000000001,13.482732350238463,0.02286972555146505,6.0,2.1997676497615384,0.0,2.1997676497615384,-3.800232350238461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-10-17,2019-10-24,15.472500000000002,9.472500000000002,13.268890006638465,0.016802763135476125,6.0,2.2036099933615385,0.0,2.2036099933615385,-3.796390006638462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2019-12-16,2019-12-19,5.00625,-0.9937500000000008,2.8193150672884606,0.002828756040573876,6.0,2.186934932711538,0.0,2.186934932711538,-3.813065067288462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-06-01,2020-06-04,65.83875,59.83875,63.56152330198846,0.13935645281427833,6.0,2.2772266980115385,0.0,2.2772266980115385,-3.7227733019884615,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-06-04,2020-06-11,107.0325,101.0325,104.70532455223847,0.21875361604579277,6.0,2.3271754477615385,0.0,2.3271754477615385,-3.6728245522384615,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-06-18,2020-06-25,104.48625000000001,98.48625000000001,102.11681024008848,0.21259166165827192,6.0,2.3694397599115384,0.0,2.3694397599115384,-3.630560240088462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-06-22,2020-06-25,60.881249999999994,54.881249999999994,58.60443159628846,0.11504317541538234,6.0,2.276818403711539,0.0,2.276818403711539,-3.7231815962884616,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-07-06,2020-07-09,23.887500000000003,17.887500000000003,21.674777710038462,0.04058377139922008,6.0,2.2127222899615386,0.0,2.2127222899615386,-3.7872777100384614,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-07-20,2020-07-23,39.165,33.165,36.93128297893846,0.06435254661858276,6.0,2.2337170210615387,0.0,2.2337170210615387,-3.7662829789384613,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-08-10,2020-08-13,10.995000000000001,4.995,8.799036477738461,0.014846434740645658,6.0,2.1959635222615383,0.0,2.1959635222615383,-3.804036477738461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-08-27,2020-09-03,26.13375,20.13375,23.90931122218846,0.041040567516233396,6.0,2.224438777811539,0.0,2.224438777811539,-3.775561222188461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-10-05,2020-10-08,27.682500000000005,21.682500000000005,25.466940038238462,0.040324822519754666,6.0,2.2155599617615387,0.0,2.2155599617615387,-3.7844400382384613,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-10-08,2020-10-15,47.35125000000001,41.35125000000001,45.10701505348847,0.07935333580238368,6.0,2.244234946511539,0.0,2.244234946511539,-3.7557650534884615,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-10-12,2020-10-15,22.4775,16.4775,20.26770352243846,0.03464475871975669,6.0,2.209796477561538,0.0,2.209796477561538,-3.790203522438462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-11-13,2020-11-19,16.17375,10.173749999999998,13.96938064858846,0.02185387704277255,6.0,2.2043693514115383,0.0,2.2043693514115383,-3.795630648588462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-12-07,2020-12-10,9.67125,3.671250000000001,7.476084020688463,0.01077940605893348,6.0,2.1951659793115383,0.0,2.1951659793115383,-3.8048340206884617,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2020-12-28,2020-12-31,13.275000000000002,7.275000000000002,11.070717290538465,0.016017821443302417,6.0,2.2042827094615385,0.0,2.2042827094615385,-3.795717290538462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-01-07,2021-01-14,51.91125,45.91125,49.659024887088464,0.06941507618138079,6.0,2.252225112911538,0.0,2.252225112911538,-3.747774887088462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-01-11,2021-01-14,22.9725,16.9725,20.75631724663846,0.02825199540842465,6.0,2.2161827533615384,0.0,2.2161827533615384,-3.7838172466384616,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-02-01,2021-02-04,102.13499999999999,96.13499999999999,99.82075864813845,0.14638406629634182,6.0,2.3142413518615386,0.0,2.3142413518615386,-3.6857586481384614,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-02-04,2021-02-11,56.55375,50.55375,54.28886692138846,0.07621656249163931,6.0,2.264883078611539,0.0,2.264883078611539,-3.735116921388461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-02-08,2021-02-11,25.462500000000002,19.4625,23.244002455038462,0.02968487909714053,6.0,2.2184975449615387,0.0,2.2184975449615387,-3.7815024550384617,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-04-26,2021-04-29,58.40625,52.40625,56.15271476728846,0.07897015349183575,6.0,2.2535352327115383,0.0,2.2535352327115383,-3.7464647672884617,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-04-29,2021-05-06,132.37875,126.37875,130.03442956438846,0.19650158038283252,6.0,2.3443204356115386,0.0,2.3443204356115386,-3.6556795643884614,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-05-20,2021-05-27,76.59,70.59,74.31181424593846,0.09922265367845015,6.0,2.2781857540615382,0.0,2.2781857540615382,-3.7218142459384613,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-05-31,2021-06-03,9.66,3.6600000000000006,7.463701587138463,0.009405339970687111,6.0,2.1962984128615384,0.0,2.1962984128615384,-3.8037015871384616,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-08-04,2021-08-12,25.950000000000006,19.950000000000006,23.728685327538468,0.02849607941340035,6.0,2.2213146724615385,0.0,2.2213146724615385,-3.7786853275384615,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-12-27,2021-12-30,26.31,20.31,24.094654473138462,0.027303962188811343,6.0,2.215345526861538,0.0,2.215345526861538,-3.7846544731384615,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2021-12-30,2022-01-06,43.58625000000001,37.58625000000001,41.35003460008847,0.04747734161565025,6.0,2.2362153999115386,0.0,2.2362153999115386,-3.763784600088462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-01-03,2022-01-06,16.683749999999996,10.683749999999998,14.48099044018846,0.01629132297778767,6.0,2.202759559811538,0.0,2.202759559811538,-3.797240440188462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-01-05,2022-01-13,56.04749999999999,50.04749999999999,53.79219486763846,0.06235800178249022,6.0,2.2553051323615385,0.0,2.2553051323615385,-3.7446948676384615,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-03-21,2022-03-24,88.79249999999999,82.79249999999999,86.50809547783845,0.10288722768993813,6.0,2.2844045221615383,0.0,2.2844045221615383,-3.7155954778384612,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-05-30,2022-06-02,23.928749999999994,17.928749999999994,21.718017914388454,0.026039305812185103,6.0,2.2107320856115384,0.0,2.2107320856115384,-3.789267914388462,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-07-06,2022-07-14,84.18749999999999,78.18749999999999,81.89790770203845,0.10316222037731185,6.0,2.289592297961539,0.0,2.289592297961539,-3.710407702038461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-07-07,2022-07-14,45.45,39.45,43.21329256753846,0.052718424505963715,6.0,2.2367074324615386,0.0,2.2367074324615386,-3.7632925675384614,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-07-20,2022-07-28,28.81875,22.81875,26.016351567173082,0.03162938050505063,6.0,2.239220548211539,0.5631778846153846,2.8023984328269234,-3.197601567173076,1,1,8.25,8.25
base,def_full_resg0_ovg50,65,2022-07-21,2022-07-28,37.972500000000004,31.972500000000004,35.74414403863847,0.043342784261431296,6.0,2.2283559613615385,0.0,2.2283559613615385,-3.7716440386384615,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-10-17,2022-10-20,33.705,27.705,31.483808749338458,0.03587775773972224,6.0,2.2211912506615383,0.0,2.2211912506615383,-3.7788087493384612,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-10-19,2022-10-27,44.27250000000001,38.27250000000001,42.03185327863847,0.04828555722228237,6.0,2.2406467213615384,0.0,2.2406467213615384,-3.7593532786384616,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-10-20,2022-10-27,20.52375,14.52375,18.31187224258846,0.02066062358307092,6.0,2.2118777574115387,0.0,2.2118777574115387,-3.788122242588461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2022-10-31,2022-11-03,15.596250000000001,9.596250000000001,13.396448567688463,0.014257570161518796,6.0,2.1998014323115385,0.0,2.1998014323115385,-3.800198567688461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2024-02-01,2024-02-08,36.87375,30.87375,34.64721973258846,0.03221745948209738,6.0,2.2265302674115386,0.0,2.2265302674115386,-3.773469732588461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2024-03-27,2024-04-04,18.44625,12.44625,16.23929266168846,0.014273760198020537,6.0,2.2069573383115384,0.0,2.2069573383115384,-3.793042661688461,0,0,0.0,0.0
base,def_full_resg0_ovg50,65,2024-05-15,2024-05-23,35.730000000000004,29.73,33.502927744338464,0.02974917663636227,6.0,2.2270722556615388,0.0,2.2270722556615388,-3.7729277443384612,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-02-25,2019-02-28,3.0187500000000003,-8.98125,0.831374426688462,0.0013902872997988453,12.0,2.187375573311538,0.0,2.187375573311538,-9.812624426688462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-05-20,2019-05-23,114.58124999999998,102.58124999999998,112.16349035878844,0.21421087227441754,12.0,2.4177596412115387,0.0,2.4177596412115387,-9.58224035878846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-05-22,2019-05-30,174.52500000000003,162.52500000000003,171.90567502333852,0.3221318748680568,12.0,2.619324976661538,0.0,2.619324976661538,-9.380675023338462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-05-23,2019-05-30,56.58749999999999,44.58749999999999,54.299405780238445,0.08868466911149149,12.0,2.288094219761539,0.0,2.288094219761539,-9.711905780238462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-09-23,2019-09-26,18.862500000000004,6.862500000000004,16.641540762438467,0.026107449131173813,12.0,2.220959237561538,0.0,2.220959237561538,-9.779040762438461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-09-26,2019-10-03,23.512499999999996,11.512499999999996,21.29312707483846,0.03644055461402209,12.0,2.2193729251615384,0.0,2.2193729251615384,-9.780627074838462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-10-14,2019-10-17,13.2375,1.2375000000000016,11.037732350238462,0.018670837485073734,12.0,2.1997676497615384,0.0,2.1997676497615384,-9.800232350238462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-10-17,2019-10-24,12.4875,0.4875000000000015,10.283890006638464,0.012990040113226341,12.0,2.2036099933615385,0.0,2.2036099933615385,-9.796390006638461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2019-12-16,2019-12-19,3.9937499999999995,-8.006250000000001,1.806815067288461,0.0018116385549409916,12.0,2.186934932711538,0.0,2.186934932711538,-9.813065067288461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-06-01,2020-06-04,54.28125,42.28125,52.004023301988454,0.11212294472871787,12.0,2.2772266980115385,0.0,2.2772266980115385,-9.722773301988461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-06-04,2020-06-11,89.88750000000002,77.88750000000002,87.56032455223848,0.17866719288320865,12.0,2.3271754477615385,0.0,2.3271754477615385,-9.672824552238461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-06-18,2020-06-25,81.39375000000001,69.39375000000001,79.02431024008845,0.15940757001455097,12.0,2.3694397599115384,0.0,2.3694397599115384,-9.630560240088462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-06-22,2020-06-25,49.21875,37.21875,46.941931596288455,0.09076385565445502,12.0,2.276818403711539,0.0,2.276818403711539,-9.723181596288462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-07-06,2020-07-09,19.912499999999998,7.912499999999998,17.69977771003846,0.03297736775823459,12.0,2.2127222899615386,0.0,2.2127222899615386,-9.787277710038461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-07-20,2020-07-23,32.775,20.775,30.541282978938458,0.05282588079034586,12.0,2.2337170210615387,0.0,2.2337170210615387,-9.766282978938461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-08-10,2020-08-13,8.924999999999999,-3.075000000000001,6.72903647773846,0.011327390754546689,12.0,2.1959635222615383,0.0,2.1959635222615383,-9.80403647773846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-08-27,2020-09-03,20.606249999999996,8.606249999999996,18.381811222188457,0.03135423333777694,12.0,2.224438777811539,0.0,2.224438777811539,-9.775561222188461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-10-05,2020-10-08,23.4375,11.4375,21.22194003823846,0.03345330449377491,12.0,2.2155599617615387,0.0,2.2155599617615387,-9.784440038238461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-10-08,2020-10-15,39.768750000000004,27.768750000000004,37.524515053488464,0.06543214115998774,12.0,2.244234946511539,0.0,2.244234946511539,-9.755765053488462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-10-12,2020-10-15,18.862500000000004,6.862500000000004,16.652703522438465,0.0283486462483525,12.0,2.209796477561538,0.0,2.209796477561538,-9.790203522438462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-11-13,2020-11-19,13.10625,1.1062499999999984,10.90188064858846,0.017000652070857818,12.0,2.2043693514115383,0.0,2.2043693514115383,-9.795630648588462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-12-07,2020-12-10,7.668750000000001,-4.33125,5.473584020688463,0.007876935504939234,12.0,2.1951659793115383,0.0,2.1951659793115383,-9.804834020688462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2020-12-28,2020-12-31,10.125,-1.875,7.920717290538462,0.011425484732114622,12.0,2.2042827094615385,0.0,2.2042827094615385,-9.795717290538462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-01-07,2021-01-14,43.368750000000006,31.368750000000002,41.11652488708847,0.05702016036484957,12.0,2.252225112911538,0.0,2.252225112911538,-9.747774887088461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-01-11,2021-01-14,18.487499999999997,6.487499999999999,16.27131724663846,0.022057569046854592,12.0,2.2161827533615384,0.0,2.2161827533615384,-9.783817246638462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-02-01,2021-02-04,86.625,74.625,84.31075864813846,0.12179235629922494,12.0,2.3142413518615386,0.0,2.3142413518615386,-9.685758648138462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-02-04,2021-02-11,46.40625,34.40625,44.14136692138846,0.06138738554908434,12.0,2.264883078611539,0.0,2.264883078611539,-9.735116921388462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-02-08,2021-02-11,20.737500000000004,8.737500000000004,18.519002455038468,0.023555827207731698,12.0,2.2184975449615387,0.0,2.2184975449615387,-9.781502455038462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-04-26,2021-04-29,49.893750000000004,37.893750000000004,47.64021476728847,0.0664681487536071,12.0,2.2535352327115383,0.0,2.2535352327115383,-9.746464767288462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-04-29,2021-05-06,113.68124999999999,101.68124999999999,111.33692956438846,0.1651362583226927,12.0,2.3443204356115386,0.0,2.3443204356115386,-9.65567956438846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-05-20,2021-05-27,65.25,53.25,62.97181424593846,0.08324099702040774,12.0,2.2781857540615382,0.0,2.2781857540615382,-9.72181424593846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-05-31,2021-06-03,7.5,-4.5,5.303701587138462,0.006671322751117561,12.0,2.1962984128615384,0.0,2.1962984128615384,-9.80370158713846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-08-04,2021-08-12,20.85,8.850000000000003,18.628685327538467,0.022280451294747594,12.0,2.2213146724615385,0.0,2.2213146724615385,-9.778685327538462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-12-27,2021-12-30,22.049999999999997,10.049999999999999,19.83465447313846,0.022404444225842608,12.0,2.215345526861538,0.0,2.215345526861538,-9.784654473138461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2021-12-30,2022-01-06,36.993750000000006,24.993750000000002,34.75753460008846,0.039707580904609324,12.0,2.2362153999115386,0.0,2.2362153999115386,-9.763784600088462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-01-03,2022-01-06,13.85625,1.8562499999999984,11.65349044018846,0.013082601075133336,12.0,2.202759559811538,0.0,2.202759559811538,-9.797240440188462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-01-05,2022-01-13,47.21249999999999,35.21249999999999,44.95719486763845,0.05176269522194347,12.0,2.2553051323615385,0.0,2.2553051323615385,-9.744694867638461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-03-21,2022-03-24,76.98750000000001,64.98750000000001,74.70309547783847,0.08802320732652484,12.0,2.2844045221615383,0.0,2.2844045221615383,-9.71559547783846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-05-30,2022-06-02,20.231249999999996,8.231249999999996,18.020517914388456,0.021542437099730673,12.0,2.2107320856115384,0.0,2.2107320856115384,-9.789267914388462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-07-06,2022-07-14,71.51249999999999,59.512499999999996,69.22290770203846,0.08627788951115627,12.0,2.289592297961539,0.0,2.289592297961539,-9.710407702038463,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-07-07,2022-07-14,38.85,26.85,36.613292567538466,0.04442821571112543,12.0,2.2367074324615386,0.0,2.2367074324615386,-9.763292567538462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-07-20,2022-07-28,21.731249999999996,9.731249999999996,18.928851567173073,0.02288131224027811,12.0,2.239220548211539,0.5631778846153846,2.8023984328269234,-9.197601567173077,1,1,8.25,8.25
moderate_stress,def_full_resg0_ovg50,65,2022-07-21,2022-07-28,32.2875,20.2875,30.059144038638465,0.036282499820318614,12.0,2.2283559613615385,0.0,2.2283559613615385,-9.771644038638462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-10-17,2022-10-20,28.875,16.875,26.65380874933846,0.030262627021672962,12.0,2.2211912506615383,0.0,2.2211912506615383,-9.778808749338461,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-10-19,2022-10-27,37.087500000000006,25.087500000000002,34.84685327863846,0.03981246268731366,12.0,2.2406467213615384,0.0,2.2406467213615384,-9.75935327863846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-10-20,2022-10-27,16.556250000000002,4.556250000000002,14.344372242588463,0.016136082503579695,12.0,2.2118777574115387,0.0,2.2118777574115387,-9.78812224258846,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2022-10-31,2022-11-03,13.143749999999999,1.143749999999999,10.94394856768846,0.011627191402476485,12.0,2.1998014323115385,0.0,2.1998014323115385,-9.800198567688462,0,0,0.0,0.0
moderate_stress,def_full_resg0_ovg50,65,2024-02-01,2024-02-08,31.40625,19.40625,29.17971973258846,0.027041732737991042,12.0,2.2265302674115386,0.0,2.2265302674115386,-9.773469732588461,0,0,0.0,0.0
