symbol,trade_date,expiry_date,strike,premium_close,premium_settle,contracts,open_interest,dte,entry_spot,target_strike,strike_distance,expiry_spot,intrinsic_loss_points,pnl_points,return_on_cash,assigned,entry_moneyness_pct
BHARTIARTL,2017-07-27,2017-08-31,380.0,3.0,3.0,50.0,200600.0,35,408.4,387.97999999999996,7.979999999999961,419.8,0.0,3.0,0.007894736842105263,False,-0.06953966699314396
BHARTIARTL,2017-08-24,2017-09-28,400.0,3.55,3.55,10.0,64600.0,35,424.95,403.7025,3.7024999999999864,375.0,25.0,-21.45,-0.053625,True,-0.05871278973996941
BHARTIARTL,2017-09-21,2017-10-26,350.0,2.35,2.35,2.0,6800.0,35,392.75,373.11249999999995,23.112499999999955,501.9,0.0,2.35,0.006714285714285714,False,-0.10884786760025467
BHARTIARTL,2017-10-26,2017-11-30,470.0,7.1,7.1,66.0,112200.0,35,501.9,476.80499999999995,6.80499999999995,487.3,0.0,7.1,0.015106382978723404,False,-0.06355847778441914
BHARTIARTL,2017-11-23,2017-12-28,460.0,3.7,3.7,1.0,8500.0,35,487.2,462.84,2.839999999999975,521.55,0.0,3.7,0.008043478260869565,False,-0.05582922824302128
BHARTIARTL,2017-12-22,2018-01-25,490.0,5.0,5.0,3.0,79900.0,34,518.8,492.85999999999996,2.859999999999957,444.35,45.64999999999998,-40.64999999999998,-0.08295918367346934,True,-0.05551272166538157
BHARTIARTL,2018-01-19,2018-02-22,460.0,6.2,6.2,4.0,6800.0,34,488.7,464.265,4.264999999999986,408.45,51.55000000000001,-45.35000000000001,-0.09858695652173916,True,-0.05872723552281556
BHARTIARTL,2018-02-21,2018-03-28,380.0,3.0,3.0,5.0,57800.0,35,411.9,391.30499999999995,11.30499999999995,391.35,0.0,3.0,0.007894736842105263,False,-0.07744598203447428
BHARTIARTL,2018-03-22,2018-04-26,380.0,3.75,3.75,2.0,44200.0,35,407.95,387.55249999999995,7.552499999999952,401.65,0.0,3.75,0.009868421052631578,False,-0.06851329819830854
BHARTIARTL,2018-04-26,2018-05-31,380.0,5.2,5.2,75.0,255000.0,35,401.65,381.56749999999994,1.5674999999999386,366.7,13.300000000000011,-8.100000000000012,-0.021315789473684243,True,-0.05390265156230545
BHARTIARTL,2018-05-25,2018-06-28,350.0,5.05,5.05,10.0,18700.0,34,370.0,351.5,1.5,371.0,0.0,5.05,0.014428571428571428,False,-0.05405405405405406
BHARTIARTL,2018-06-21,2018-07-26,330.0,3.0,3.0,13.0,22100.0,35,361.9,343.80499999999995,13.80499999999995,351.05,0.0,3.0,0.00909090909090909,False,-0.08814589665653494
BHARTIARTL,2018-07-26,2018-08-30,330.0,6.3,6.3,86.0,103700.0,35,351.05,333.4975,3.4975000000000023,376.05,0.0,6.3,0.01909090909090909,False,-0.05996296823814273
BHARTIARTL,2018-08-24,2018-09-27,340.0,4.05,4.05,2.0,11900.0,34,362.15,344.04249999999996,4.042499999999961,350.2,0.0,4.05,0.011911764705882353,False,-0.061162501725804175
BHARTIARTL,2018-09-21,2018-10-25,340.0,3.2,3.2,4.0,45900.0,34,363.65,345.4675,5.467499999999973,290.1,49.89999999999998,-46.699999999999974,-0.1373529411764705,True,-0.06503506118520552
BHARTIARTL,2018-10-25,2018-11-29,270.0,8.55,8.55,118.0,183600.0,35,290.1,275.595,5.595000000000027,311.35,0.0,8.55,0.03166666666666667,False,-0.06928645294725966
BHARTIARTL,2018-11-22,2018-12-27,300.0,6.2,6.2,13.0,27200.0,35,321.8,305.71,5.7099999999999795,310.85,0.0,6.2,0.020666666666666667,False,-0.06774394033561226
BHARTIARTL,2018-12-27,2019-01-31,290.0,4.55,4.55,33.0,28900.0,35,310.85,295.3075,5.3075000000000045,300.75,0.0,4.55,0.015689655172413792,False,-0.06707415152002583
BHARTIARTL,2019-01-24,2019-02-28,280.0,5.6,5.6,18.0,51000.0,35,296.1,281.295,1.295000000000016,312.2,0.0,5.6,0.02,False,-0.05437352245862892
BHARTIARTL,2019-02-21,2019-03-28,280.0,3.3,3.3,12.0,13600.0,35,304.2,288.98999999999995,8.989999999999952,323.85,0.0,3.3,0.011785714285714285,False,-0.07955292570677186
BHARTIARTL,2019-03-22,2019-04-25,300.0,2.5,2.5,1.0,5100.0,34,325.45,309.17749999999995,9.177499999999952,322.45,0.0,2.5,0.008333333333333333,False,-0.07819941619296356
BHARTIARTL,2019-04-25,2019-05-30,303.0,5.15,5.15,33.0,81444.0,35,322.45,306.3275,3.3274999999999864,340.3,0.0,5.15,0.016996699669967,False,-0.06031942936889434
BHARTIARTL,2019-05-23,2019-06-27,312.2,6.8,6.8,4.0,7404.0,35,332.55,315.9225,3.722500000000025,342.2,0.0,6.8,0.021780909673286355,False,-0.06119380544279063
BHARTIARTL,2019-06-20,2019-07-25,320.0,2.95,2.95,2.0,14808.0,35,342.15,325.04249999999996,5.042499999999961,332.75,0.0,2.95,0.009218750000000001,False,-0.0647376881484728
BHARTIARTL,2019-07-25,2019-08-29,310.0,3.95,3.95,39.0,99954.0,35,332.75,316.1125,6.112500000000011,337.15,0.0,3.95,0.012741935483870969,False,-0.06836964688204361
BHARTIARTL,2019-08-22,2019-09-26,320.0,4.25,5.5,5.0,11106.0,35,346.25,328.9375,8.9375,337.7,0.0,4.25,0.01328125,False,-0.07581227436823101
BHARTIARTL,2019-09-26,2019-10-31,320.0,4.95,4.95,46.0,109209.0,35,337.7,320.815,0.8149999999999977,367.35,0.0,4.95,0.01546875,False,-0.05241338466094159
BHARTIARTL,2019-10-24,2019-11-28,340.0,11.5,11.5,47.0,61083.0,35,365.5,347.22499999999997,7.224999999999966,428.6,0.0,11.5,0.033823529411764704,False,-0.06976744186046513
BHARTIARTL,2019-11-21,2019-12-26,390.0,9.9,9.9,15.0,62934.0,35,418.45,397.5275,7.527499999999975,439.3,0.0,9.9,0.025384615384615384,False,-0.06798900704982669
BHARTIARTL,2019-12-26,2020-01-30,415.0,3.25,10.75,3.0,14808.0,35,439.3,417.335,2.3349999999999795,480.75,0.0,3.25,0.00783132530120482,False,-0.05531527430002281
BHARTIARTL,2020-01-23,2020-02-27,480.0,8.1,7.75,19.0,55530.0,35,514.0,488.29999999999995,8.299999999999955,521.85,0.0,8.1,0.016874999999999998,False,-0.06614785992217898
BHARTIARTL,2020-02-20,2020-03-26,500.0,6.05,6.05,50.0,161037.0,35,535.55,508.7724999999999,8.772499999999923,462.05,37.94999999999999,-31.899999999999988,-0.06379999999999998,True,-0.0663803566427037
BHARTIARTL,2020-03-26,2020-04-30,430.0,26.0,25.45,26.0,27765.0,35,462.05,438.9475,8.947499999999991,504.8,0.0,26.0,0.06046511627906977,False,-0.0693647873606753
BHARTIARTL,2020-04-23,2020-05-28,460.0,18.6,18.6,5.0,27765.0,35,486.85,462.5075,2.507499999999993,552.4,0.0,18.6,0.04043478260869565,False,-0.05515045701961596
BHARTIARTL,2020-05-21,2020-06-25,550.0,12.85,12.85,103.0,201759.0,35,583.6,554.42,4.419999999999959,548.7,1.2999999999999545,11.550000000000045,0.02100000000000008,True,-0.05757368060315293
BHARTIARTL,2020-06-25,2020-07-30,520.0,11.45,11.45,393.0,618234.0,35,548.7,521.265,1.2649999999999864,542.5,0.0,11.45,0.022019230769230767,False,-0.05230544924366698
BHARTIARTL,2020-07-23,2020-08-27,520.0,11.55,11.55,53.0,264693.0,35,556.75,528.9125,8.912500000000023,501.75,18.25,-6.699999999999999,-0.012884615384615383,True,-0.06600808262236191
BHARTIARTL,2020-08-20,2020-09-24,490.0,11.1,11.1,61.0,98103.0,35,515.85,490.0575,0.05750000000000455,411.55,78.44999999999999,-67.35,-0.13744897959183672,True,-0.050111466511582825
BHARTIARTL,2020-09-24,2020-10-29,390.0,13.25,13.25,373.0,246183.0,35,411.55,390.97249999999997,0.9724999999999682,442.5,0.0,13.25,0.03397435897435897,False,-0.05236301785931241
BHARTIARTL,2020-10-22,2020-11-26,400.0,9.55,9.55,385.0,525684.0,35,422.7,401.565,1.5649999999999977,459.75,0.0,9.55,0.023875,False,-0.053702389401466766
BHARTIARTL,2020-11-26,2020-12-31,430.0,6.8,6.8,401.0,496068.0,35,459.75,436.7625,6.762499999999989,500.3,0.0,6.8,0.01581395348837209,False,-0.06470908102229478
BHARTIARTL,2020-12-24,2021-01-28,480.0,8.95,8.95,326.0,362796.0,35,507.75,482.36249999999995,2.3624999999999545,560.4,0.0,8.95,0.01864583333333333,False,-0.05465288035450522
BHARTIARTL,2021-01-21,2021-02-25,540.0,12.85,12.85,97.0,218418.0,35,570.65,542.1175,2.11749999999995,568.5,0.0,12.85,0.023796296296296295,False,-0.05371068080259345
BHARTIARTL,2021-02-18,2021-03-25,540.0,11.4,11.4,52.0,318372.0,35,578.2,549.29,9.289999999999964,498.4,41.60000000000002,-30.200000000000024,-0.05592592592592597,True,-0.06606710480802502
BHARTIARTL,2021-03-25,2021-04-29,470.0,6.15,6.15,447.0,355392.0,35,498.4,473.47999999999996,3.4799999999999613,530.9,0.0,6.15,0.013085106382978724,False,-0.056982343499197396
BHARTIARTL,2021-04-22,2021-05-27,490.0,5.75,11.35,8.0,75891.0,35,521.05,494.99749999999995,4.997499999999945,510.2,0.0,5.75,0.01173469387755102,False,-0.059591210056616384
BHARTIARTL,2021-05-20,2021-06-24,480.0,4.9,4.9,185.0,455346.0,35,511.05,485.4975,5.497500000000002,519.0,0.0,4.9,0.010208333333333335,False,-0.060757264455532756
BHARTIARTL,2021-06-24,2021-07-29,490.0,4.3,4.3,641.0,481260.0,35,519.0,493.04999999999995,3.0499999999999545,556.7,0.0,4.3,0.008775510204081632,False,-0.055876685934489356
BHARTIARTL,2021-07-22,2021-08-26,500.0,3.8,3.8,514.0,812589.0,35,536.6,509.77,9.769999999999982,576.1,0.0,3.8,0.0076,False,-0.06820723071188972
BHARTIARTL,2021-08-26,2021-09-30,540.0,5.7,5.7,629.0,464601.0,35,576.1,547.295,7.294999999999959,688.3,0.0,5.7,0.010555555555555556,False,-0.06266273216455476
BHARTIARTL,2021-09-23,2021-10-28,670.0,12.0,12.0,29.0,74040.0,35,713.4,677.7299999999999,7.7299999999999045,689.75,0.0,12.0,0.01791044776119403,False,-0.060835435940566285
BHARTIARTL,2021-10-21,2021-11-25,660.0,18.9,17.2,6.0,30176.0,35,696.05,661.2475,1.2474999999999454,765.15,0.0,18.9,0.028636363636363633,False,-0.05179225630342643
BHARTIARTL,2021-11-25,2021-12-30,720.0,8.55,8.55,647.0,741198.0,35,765.15,726.8924999999999,6.892499999999927,679.35,40.64999999999998,-32.09999999999998,-0.04458333333333331,True,-0.059008037639678435
BHARTIARTL,2021-12-23,2022-01-27,640.0,7.0,7.0,27.0,48450.0,35,678.75,644.8125,4.8125,707.25,0.0,7.0,0.0109375,False,-0.057090239410681365
BHARTIARTL,2022-01-20,2022-02-24,670.0,7.15,7.15,35.0,27550.0,35,715.4,679.63,9.629999999999995,670.9,0.0,7.15,0.010671641791044777,False,-0.06346100083869166
BHARTIARTL,2022-02-24,2022-03-31,630.0,11.4,11.4,224.0,128250.0,35,670.9,637.3549999999999,7.3549999999999045,754.95,0.0,11.4,0.018095238095238095,False,-0.060962885675957645
BHARTIARTL,2022-03-24,2022-04-28,670.0,9.9,9.9,4.0,11400.0,35,706.35,671.0325,1.0325000000000273,747.35,0.0,9.9,0.014776119402985075,False,-0.0514617399306293
BHARTIARTL,2022-04-21,2022-05-26,690.0,10.75,10.75,17.0,20900.0,35,735.75,698.9625,8.962499999999977,693.65,0.0,10.75,0.015579710144927537,False,-0.06218144750254839
BHARTIARTL,2022-05-26,2022-06-30,650.0,9.25,9.25,812.0,432250.0,35,693.65,658.9675,8.967499999999973,684.95,0.0,9.25,0.01423076923076923,False,-0.06292798962012536
BHARTIARTL,2022-06-23,2022-07-28,620.0,8.9,8.9,26.0,17100.0,35,660.2,627.19,7.190000000000055,666.85,0.0,8.9,0.01435483870967742,False,-0.0608906392002424
BHARTIARTL,2022-07-21,2022-08-25,640.0,8.2,8.2,67.0,64600.0,35,678.35,644.4325,4.4325000000000045,741.0,0.0,8.2,0.0128125,False,-0.05653423748802244
BHARTIARTL,2022-08-25,2022-09-29,700.0,9.0,9.0,1408.0,697300.0,35,741.0,703.9499999999999,3.949999999999932,764.65,0.0,9.0,0.012857142857142857,False,-0.055330634278002666
BHARTIARTL,2022-09-22,2022-10-27,730.0,8.65,8.65,27.0,38000.0,35,784.1,744.895,14.894999999999982,817.1,0.0,8.65,0.011849315068493151,False,-0.06899630149215663
BHARTIARTL,2022-10-20,2022-11-24,750.0,9.2,9.2,139.0,221350.0,35,792.9,753.255,3.2549999999999955,848.35,0.0,9.2,0.012266666666666665,False,-0.05410518350359439
BHARTIARTL,2022-11-24,2022-12-29,800.0,3.85,3.85,687.0,643150.0,35,848.35,805.9325,5.9325000000000045,820.75,0.0,3.85,0.0048125,False,-0.05699298638533623
BHARTIARTL,2022-12-21,2023-01-25,750.0,2.65,2.65,92.0,98800.0,35,814.0,773.3,23.299999999999955,776.5,0.0,2.65,0.003533333333333333,False,-0.07862407862407861
BHARTIARTL,2023-01-19,2023-02-23,730.0,4.95,4.95,38.0,52250.0,35,772.0,733.4,3.3999999999999773,762.95,0.0,4.95,0.006780821917808219,False,-0.05440414507772018
BHARTIARTL,2023-02-22,2023-03-29,730.0,4.9,4.9,165.0,107350.0,35,772.15,733.5424999999999,3.5424999999999045,743.6,0.0,4.9,0.0067123287671232885,False,-0.05458783915042409
BHARTIARTL,2023-03-23,2023-04-27,720.0,4.7,4.7,3.0,3800.0,35,763.55,725.3725,5.372499999999945,786.5,0.0,4.7,0.006527777777777778,False,-0.05703621242878654
BHARTIARTL,2023-04-20,2023-05-25,730.0,4.0,4.0,2.0,14250.0,35,772.3,733.685,3.6849999999999454,822.7,0.0,4.0,0.005479452054794521,False,-0.054771461867149984
BHARTIARTL,2023-06-22,2023-07-27,800.0,6.25,6.25,111.0,133950.0,35,842.8,800.66,0.6599999999999682,895.15,0.0,6.25,0.0078125,False,-0.05078310393925012
BHARTIARTL,2023-07-27,2023-08-31,850.0,8.05,8.05,506.0,496850.0,35,895.15,850.3924999999999,0.39249999999992724,856.4,0.0,8.05,0.009470588235294118,False,-0.050438473998771105
BHARTIARTL,2023-08-24,2023-09-28,820.0,3.5,7.45,1.0,12350.0,35,869.45,825.9775,5.977499999999964,925.65,0.0,3.5,0.00426829268292683,False,-0.0568750359422624
BHARTIARTL,2023-09-21,2023-10-26,870.0,5.0,8.65,1.0,2850.0,35,917.95,872.0525,2.052500000000009,905.5,0.0,5.0,0.005747126436781609,False,-0.05223596056430091
BHARTIARTL,2023-10-26,2023-11-30,860.0,5.35,5.35,225.0,106400.0,35,905.5,860.2249999999999,0.22499999999990905,1014.7,0.0,5.35,0.006220930232558139,False,-0.05024848150193262
BHARTIARTL,2023-11-23,2023-12-28,920.0,6.4,4.15,1.0,4750.0,35,976.65,927.8174999999999,7.817499999999882,1036.7,0.0,6.4,0.006956521739130435,False,-0.05800440280550856
BHARTIARTL,2023-12-21,2024-01-25,900.0,3.55,3.55,112.0,164350.0,35,977.9,929.0049999999999,29.00499999999988,1160.55,0.0,3.55,0.003944444444444444,False,-0.07966049698333155
BHARTIARTL,2024-01-25,2024-02-29,1100.0,10.0,10.0,1128.0,423700.0,35,1160.55,1102.5224999999998,2.522499999999809,1123.35,0.0,10.0,0.00909090909090909,False,-0.05217353840851313
BHARTIARTL,2024-02-22,2024-03-28,1060.0,11.25,3.9,6.0,5700.0,35,1135.55,1078.7724999999998,18.77249999999981,1228.6,0.0,11.25,0.01061320754716981,False,-0.0665316366518427
BHARTIARTL,2024-03-21,2024-04-25,1150.0,6.95,6.95,216.0,319200.0,35,1220.8,1159.76,9.759999999999991,1338.7,0.0,6.95,0.006043478260869565,False,-0.057994757536041885
BHARTIARTL,2024-04-25,2024-05-30,1270.0,12.95,12.95,122.0,155800.0,35,1338.7,1271.7649999999999,1.7649999999998727,1377.15,0.0,12.95,0.010196850393700788,False,-0.051318443265854996
BHARTIARTL,2024-05-23,2024-06-27,1300.0,18.2,18.2,272.0,178600.0,35,1374.05,1305.3474999999999,5.3474999999998545,1475.8,0.0,18.2,0.014,False,-0.05389177977511728
BHARTIARTL,2024-06-20,2024-07-25,1300.0,10.15,10.15,250.0,129675.0,35,1381.15,1312.0925,12.092499999999973,1449.15,0.0,10.15,0.007807692307692308,False,-0.05875538500524935
ICICIBANK,2016-05-09,2016-05-26,190.0,0.35,0.35,77.0,362100.0,17,204.82,194.57899999999998,4.578999999999979,219.23,0.0,0.35,0.0018421052631578947,False,-0.072356215213358
ICICIBANK,2016-05-26,2016-06-30,200.0,0.95,0.95,53.0,258400.0,35,219.23,208.2685,8.268499999999989,218.68,0.0,0.95,0.00475,False,-0.08771609724946394
ICICIBANK,2016-06-23,2016-07-28,200.0,1.7,1.7,7.0,57500.0,35,219.0,208.04999999999998,8.049999999999983,247.27,0.0,1.7,0.0085,False,-0.08675799086757996
ICICIBANK,2016-07-21,2016-08-25,220.0,0.95,0.95,3.0,12500.0,35,238.09,226.1855,6.1854999999999905,224.5,0.0,0.95,0.004318181818181818,False,-0.07597967155277419
ICICIBANK,2016-08-25,2016-09-29,210.0,0.55,0.55,7.0,45000.0,35,224.5,213.27499999999998,3.2749999999999773,227.59,0.0,0.55,0.0026190476190476194,False,-0.06458797327394206
ICICIBANK,2016-09-22,2016-10-27,220.0,0.5,0.5,1.0,7500.0,35,250.45,237.92749999999998,17.92749999999998,258.45,0.0,0.5,0.0022727272727272726,False,-0.12158115392293867
ICICIBANK,2016-10-20,2016-11-24,230.0,0.9,0.9,4.0,60000.0,35,252.36,239.742,9.74199999999999,235.73,0.0,0.9,0.00391304347826087,False,-0.0886035821841814
ICICIBANK,2016-11-24,2016-12-29,220.0,1.0,1.0,1.0,15000.0,35,235.73,223.94349999999997,3.943499999999972,228.27,0.0,1.0,0.004545454545454545,False,-0.06672888474101724
ICICIBANK,2016-12-27,2017-01-25,210.0,0.5,0.5,1.0,2500.0,29,230.5,218.975,8.974999999999994,236.32,0.0,0.5,0.002380952380952381,False,-0.08893709327548804
ICICIBANK,2017-01-19,2017-02-23,220.0,0.5,0.5,1.0,242500.0,35,245.18,232.921,12.920999999999992,258.64,0.0,0.5,0.0022727272727272726,False,-0.10270005710090546
ICICIBANK,2017-02-23,2017-03-30,240.0,0.65,0.65,2.0,40000.0,35,258.64,245.70799999999997,5.70799999999997,255.77,0.0,0.65,0.0027083333333333334,False,-0.07206928549334979
ICICIBANK,2017-03-29,2017-04-27,240.0,0.4,0.4,9.0,125000.0,29,256.55,243.7225,3.7224999999999966,249.23,0.0,0.4,0.0016666666666666668,False,-0.06450984213603594
ICICIBANK,2017-04-24,2017-05-25,230.0,0.75,0.75,1.0,2500.0,31,244.23,232.0185,2.018499999999989,288.82,0.0,0.75,0.003260869565217391,False,-0.058264750440158775
ICICIBANK,2017-05-25,2017-06-29,270.0,1.0,1.0,32.0,292500.0,35,288.82,274.37899999999996,4.378999999999962,293.25,0.0,1.0,0.003703703703703704,False,-0.06516169240357317
ICICIBANK,2017-06-22,2017-07-27,272.75,2.45,2.45,44.0,225500.0,35,289.6,275.12,2.3700000000000045,307.2,0.0,2.45,0.008982584784601283,False,-0.058183701657458675
ICICIBANK,2017-07-27,2017-08-31,290.9,4.0,4.0,37.0,41250.0,35,307.2,291.84,0.9399999999999977,298.05,0.0,4.0,0.013750429700928156,False,-0.05305989583333337
ICICIBANK,2017-08-24,2017-09-28,280.0,2.2,2.2,8.0,96250.0,35,297.7,282.815,2.8149999999999977,275.95,4.050000000000011,-1.8500000000000112,-0.006607142857142897,True,-0.05945582801478
ICICIBANK,2017-09-21,2017-10-26,270.0,3.25,3.25,14.0,60500.0,35,284.95,270.7025,0.7024999999999864,299.25,0.0,3.25,0.012037037037037037,False,-0.05246534479733278
ICICIBANK,2017-10-26,2017-11-30,280.0,6.35,6.35,710.0,871750.0,35,299.25,284.28749999999997,4.287499999999966,307.55,0.0,6.35,0.022678571428571426,False,-0.06432748538011701
ICICIBANK,2017-11-23,2017-12-28,300.0,4.85,4.85,19.0,137500.0,35,319.45,303.47749999999996,3.4774999999999636,315.3,0.0,4.85,0.016166666666666666,False,-0.060885897636562825
ICICIBANK,2017-12-21,2018-01-25,290.0,2.2,2.2,1.0,68750.0,35,315.45,299.67749999999995,9.677499999999952,360.8,0.0,2.2,0.007586206896551725,False,-0.08067839594230464
ICICIBANK,2018-01-18,2018-02-22,320.0,5.1,5.1,19.0,96250.0,35,346.15,328.8425,8.842499999999973,318.35,1.6499999999999773,3.4500000000000224,0.01078125000000007,True,-0.07554528383648706
ICICIBANK,2018-02-21,2018-03-28,300.0,4.4,4.4,58.0,354750.0,35,319.2,303.23999999999995,3.2399999999999523,278.35,21.649999999999977,-17.24999999999998,-0.057499999999999926,True,-0.06015037593984962
ICICIBANK,2018-03-22,2018-04-26,260.0,3.0,3.0,11.0,198000.0,35,283.25,269.0875,9.087499999999977,278.85,0.0,3.0,0.011538461538461539,False,-0.08208296557811123
ICICIBANK,2018-04-26,2018-05-31,260.0,4.45,4.45,197.0,481250.0,35,278.85,264.9075,4.907500000000027,285.8,0.0,4.45,0.017115384615384616,False,-0.06759906759906764
ICICIBANK,2018-05-24,2018-06-28,280.0,3.8,3.8,127.0,451000.0,35,297.7,282.815,2.8149999999999977,271.4,8.600000000000023,-4.800000000000023,-0.017142857142857224,True,-0.05945582801478
ICICIBANK,2018-06-21,2018-07-26,280.0,3.75,3.75,260.0,926750.0,35,297.95,283.05249999999995,3.0524999999999523,285.65,0.0,3.75,0.013392857142857142,False,-0.06024500755160256
ICICIBANK,2018-07-26,2018-08-30,270.0,6.15,6.15,723.0,965250.0,35,285.65,271.36749999999995,1.36749999999995,344.35,0.0,6.15,0.02277777777777778,False,-0.054787327148608345
ICICIBANK,2018-08-23,2018-09-27,320.0,6.5,6.5,14.0,283250.0,35,337.2,320.34,0.339999999999975,306.65,13.350000000000023,-6.850000000000023,-0.02140625000000007,True,-0.05100830367734277
ICICIBANK,2018-09-21,2018-10-25,300.0,5.4,5.4,59.0,206250.0,34,317.1,301.245,1.2450000000000045,319.95,0.0,5.4,0.018000000000000002,False,-0.05392620624408706
ICICIBANK,2018-10-25,2018-11-29,300.0,8.05,8.05,508.0,1047750.0,35,319.95,303.9525,3.9524999999999864,362.2,0.0,8.05,0.026833333333333334,False,-0.062353492733239535
ICICIBANK,2018-11-22,2018-12-27,330.0,4.35,4.35,31.0,88000.0,35,352.05,334.4475,4.447499999999991,355.65,0.0,4.35,0.01318181818181818,False,-0.06263314870046877
ICICIBANK,2018-12-27,2019-01-31,335.0,4.2,4.2,38.0,101750.0,35,355.65,337.86749999999995,2.86749999999995,364.45,0.0,4.2,0.01253731343283582,False,-0.05806270209475606
ICICIBANK,2019-01-24,2019-02-28,340.0,4.95,4.95,31.0,126500.0,35,364.8,346.56,6.560000000000002,350.15,0.0,4.95,0.014558823529411765,False,-0.06798245614035092
ICICIBANK,2019-02-21,2019-03-28,330.0,4.6,4.6,28.0,363000.0,35,351.3,333.735,3.7350000000000136,400.55,0.0,4.6,0.013939393939393939,False,-0.060631938514090544
ICICIBANK,2019-03-22,2019-04-25,370.0,5.0,5.0,73.0,236500.0,34,391.8,372.21,2.2099999999999795,395.4,0.0,5.0,0.013513513513513514,False,-0.055640632976008186
ICICIBANK,2019-04-25,2019-05-30,375.0,7.0,7.0,33.0,90750.0,35,395.4,375.62999999999994,0.6299999999999386,426.2,0.0,7.0,0.018666666666666668,False,-0.05159332321699539
ICICIBANK,2019-05-23,2019-06-27,390.0,7.4,7.4,49.0,86625.0,35,410.85,390.3075,0.30750000000000455,440.95,0.0,7.4,0.018974358974358976,False,-0.05074844833880987
ICICIBANK,2019-06-20,2019-07-25,410.0,5.8,5.8,81.0,145750.0,35,433.4,411.72999999999996,1.7299999999999613,409.0,1.0,4.8,0.011707317073170732,True,-0.053991693585602185
ICICIBANK,2019-07-25,2019-08-29,385.0,5.4,5.4,60.0,82500.0,35,409.0,388.54999999999995,3.5499999999999545,404.4,0.0,5.4,0.014025974025974027,False,-0.05867970660146704
ICICIBANK,2019-08-22,2019-09-26,370.0,5.0,5.0,13.0,22000.0,35,399.1,379.145,9.144999999999982,451.95,0.0,5.0,0.013513513513513514,False,-0.07291405662741168
ICICIBANK,2019-09-26,2019-10-31,425.0,7.05,7.05,192.0,125125.0,35,451.95,429.35249999999996,4.352499999999964,463.05,0.0,7.05,0.016588235294117647,False,-0.05963049009846222
