symbol,trade_date,expiry_date,strike,premium_close,premium_settle,contracts,open_interest,dte,entry_spot,target_strike,strike_distance,expiry_spot,intrinsic_loss_points,pnl_points,return_on_cash,assigned,entry_moneyness_pct
BHARTIARTL,2016-05-09,2016-05-26,340.0,1.85,1.85,64.0,128400.0,17,360.05,342.0475,2.0475000000000136,346.35,0.0,1.85,0.005441176470588236,False,-0.05568671017914184
BHARTIARTL,2016-05-26,2016-06-30,320.0,2.2,2.2,4.0,15600.0,35,346.35,329.0325,9.032500000000027,360.05,0.0,2.2,0.006875000000000001,False,-0.07607911072614415
BHARTIARTL,2016-06-23,2016-07-28,340.0,4.6,4.6,1.0,22500.0,35,358.1,340.195,0.19499999999999318,365.05,0.0,4.6,0.013529411764705882,False,-0.05054454063110869
BHARTIARTL,2016-07-21,2016-08-25,340.0,4.25,4.25,5.0,30000.0,35,361.05,342.9975,2.9975000000000023,339.6,0.39999999999997726,3.8500000000000227,0.011323529411764772,True,-0.05830217421409778
BHARTIARTL,2016-08-25,2016-09-29,320.0,2.35,2.35,8.0,27000.0,35,339.6,322.62,2.6200000000000045,309.9,10.100000000000023,-7.750000000000023,-0.024218750000000074,True,-0.05771495877502952
BHARTIARTL,2016-09-22,2016-10-27,300.0,3.05,3.05,13.0,30000.0,35,320.95,304.9025,4.902499999999975,317.15,0.0,3.05,0.010166666666666666,False,-0.06527496494781115
BHARTIARTL,2016-10-24,2016-11-24,280.0,3.1,3.1,3.0,4500.0,31,301.0,285.95,5.949999999999989,296.85,0.0,3.1,0.011071428571428572,False,-0.06976744186046513
BHARTIARTL,2016-11-24,2016-12-29,280.0,3.6,3.6,19.0,96000.0,35,296.85,282.0075,2.007499999999993,297.4,0.0,3.6,0.012857142857142857,False,-0.05676267475155805
BHARTIARTL,2016-12-21,2017-01-25,280.0,2.5,2.5,1.0,3400.0,35,296.15,281.3425,1.3424999999999727,305.6,0.0,2.5,0.008928571428571428,False,-0.054533175755529184
BHARTIARTL,2017-01-19,2017-02-23,290.0,3.0,3.0,2.0,3400.0,35,311.25,295.6875,5.6875,359.5,0.0,3.0,0.010344827586206896,False,-0.06827309236947787
BHARTIARTL,2017-02-23,2017-03-30,340.0,6.15,6.15,160.0,168300.0,35,359.5,341.525,1.5249999999999773,344.75,0.0,6.15,0.018088235294117648,False,-0.05424200278164115
BHARTIARTL,2017-03-23,2017-04-27,300.0,2.5,2.5,3.0,5100.0,35,332.25,315.6375,15.637499999999989,351.3,0.0,2.5,0.008333333333333333,False,-0.09706546275395034
BHARTIARTL,2017-04-20,2017-05-25,300.0,2.35,2.35,1.0,1700.0,35,336.45,319.6275,19.627499999999998,363.85,0.0,2.35,0.007833333333333333,False,-0.10833704859563087
BHARTIARTL,2017-05-25,2017-06-29,340.0,3.2,3.2,45.0,73100.0,35,363.85,345.6575,5.657500000000027,375.4,0.0,3.2,0.009411764705882354,False,-0.06554898996839365
BHARTIARTL,2017-06-23,2017-07-27,320.0,0.3,0.3,1.0,1700.0,34,359.45,341.47749999999996,21.477499999999964,408.4,0.0,0.3,0.0009375,False,-0.10975100848518571
