audit_id,status,earnings_calendar_path,earnings_status,earnings_row_count,earnings_columns,earnings_missing_columns,event_min_date,event_max_date,unique_earnings_ticker_count,tb15_symbols_required,tb15_symbols_covered,tb15_symbol_coverage_rate,nifty_weight_status,nifty_weight_path,nifty_weight_row_count,nifty_weight_columns,nifty_weight_has_symbol_column,nifty_weight_has_weight_column,tb11_overlay_ready,tb15_overlay_ready,broker_orders_allowed,blockers,next_action
TB18_earnings_overlay_readiness,ready_for_tb18_overlay_backtest,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\earnings_calendar.csv,ready,2324,Date|Ticker|EventDate|Source|Purpose|Company|SourceUrl|FetchedAtIST,,2025-01-07,2026-08-13,2119,RELIANCE|HDFCBANK|ICICIBANK|INFY|TCS|SBIN|LT|BHARTIARTL,BHARTIARTL|HDFCBANK|ICICIBANK|INFY|LT|RELIANCE|SBIN|TCS,1.0,ready,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nifty50_index_weights.csv,49,Symbol|Company|Weight|WeightPct|Source|SourceUrl|FetchedAtIST|MappingStatus,True,True,True,True,False,none,Run TB18 earnings overlay backtests for TB11 and TB15 under no-order research mode.
