Branch,ExperimentID,RowCount,TopDecileAvgReturn,BottomDecileAvgReturn,SpreadTopMinusBottom,BucketReturnSpearman,OverallMeanPrediction,OverallMeanRealizedReturn
E211_Incumbent,E211,67192,0.013097924997296522,0.002294480248609973,0.010803444748686549,0.9999999999999999,0.5050351288246046,0.004905774903823957
MarketState60m,E801,38077,0.011449452052649597,0.0027622397338063543,0.008687212318843243,0.9151515151515152,0.5079193694406722,0.005205886461803946
