Date,Ticker,EventDate,Source,Purpose,Company,SourceUrl,FetchedAtIST
2025-02-06,AVALON,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Avalon Technologies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-18,AVANTEL,2025-01-18,NSE corporates-financial-results quarterly,Third Quarter,Avantel Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-11,AVANTEL,2026-07-11,NSE event-calendar,Financial Results,Avantel Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-10,AVANTIFEED,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Avanti Feeds Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,AVG,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,AVG Logistics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,AVL,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Aditya Vision Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,AVONMORE,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Avonmore Capital & Management Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,AVROIND,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,AVRO INDIA LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,AVTNPL,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,AVT Natural Products Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,AWFIS,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Awfis Space Solutions Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,AWHCL,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Antony Waste Handling Cell Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-27,AWL,2025-01-27,NSE corporates-financial-results quarterly,Third Quarter,AWL Agri Business Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-16,AXISBANK,2025-01-16,NSE corporates-financial-results quarterly,Third Quarter,Axis Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-18,AXISBANK,2026-07-18,NSE event-calendar,Financial Results,Axis Bank Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-01,AXISCADES,2025-02-01,NSE corporates-financial-results quarterly,Third Quarter,AXISCADES Technologies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,AXITA,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Axita Cotton Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,AYMSYNTEX,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,AYM Syntex Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,AZAD,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Azad Engineering Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,BAFNAPH,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Bafna Pharmaceuticals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BAGFILMS,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,B.A.G Films and Media Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,BAIDFIN,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Baid Finserv Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,BAJAJ-AUTO,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Auto Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-21,BAJAJ-AUTO,2026-07-21,NSE event-calendar,Financial Results,Bajaj Auto Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-14,BAJAJCON,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Consumer Care Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,BAJAJELEC,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Electricals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,BAJAJFINSV,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Finserv Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,BAJAJHCARE,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Healthcare Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-27,BAJAJHFL,2025-01-27,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Housing Finance Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,BAJAJHIND,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Hindusthan Sugar Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,BAJAJHLDNG,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Holdings & Investment Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-22,BAJAJINDEF,2025-02-22,NSE corporates-financial-results quarterly,Third Quarter,Indef Manufacturing Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,BAJEL,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Bajel Projects Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,BAJFINANCE,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Bajaj Finance Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,BALAJEE,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Shree Tirupati Balajee Agro Trading Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,BALAJITELE,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Balaji Telefilms Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BALAMINES,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Balaji Amines Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,BALAXI,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,BALAXI PHARMACEUTICALS LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,BALKRISHNA,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Balkrishna Paper Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,BALKRISIND,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,Balkrishna Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BALLARPUR,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Ballarpur Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-11-14,BALLARPUR,2025-11-14,NSE corporates-financial-results quarterly,Third Quarter,Ballarpur Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,BALMLAWRIE,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Balmer Lawrie & Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BALPHARMA,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bal Pharma Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,BALRAMCHIN,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Balrampur Chini Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,BALUFORGE,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Balu Forge Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,BANARBEADS,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Banaras Beads Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,BANARISUG,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Bannari Amman Sugars Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,BANCOINDIA,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Banco Products (I) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,BANDHANBNK,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Bandhan Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BANG,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bang Overseas Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BANKA,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Banka BioLoo Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,BANKBARODA,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Bank of Baroda,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,BANKINDIA,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Bank of India,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,BANSALWIRE,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Bansal Wire Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,BANSWRAS,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Banswara Syntex Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,BASF,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,BASF India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-04,BASF,2026-08-04,NSE event-calendar,Financial Results,BASF India Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-14,BASML,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bannari Amman Spinning Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,BATAINDIA,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Bata India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,BBL,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Bharat Bijlee Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-04,BBL,2026-08-04,NSE event-calendar,Financial Results,Bharat Bijlee Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-11,BBOX,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Black Box Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BBTC,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,The Bombay Burmah Trading Corporation Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,BBTCL,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,B&B Triplewall Containers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BCG,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Brightcom Group Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BCLIND,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Bcl Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,BCONCEPTS,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Brand Concepts Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,BDL,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Bharat Dynamics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-07,BDL,2025-03-07,NSE corporates-financial-results quarterly,Third Quarter,Bharat Dynamics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BEARDSELL,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Beardsell Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,BECTORFOOD,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Mrs. Bectors Food Specialities Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,BEDMUTHA,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Bedmutha Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,BEL,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Bharat Electronics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,BEML,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,BEML Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-16,BEPL,2025-01-16,NSE corporates-financial-results quarterly,Third Quarter,Bhansali Engineering Polymers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,BERGEPAINT,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Berger Paints (I) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-05,BERGEPAINT,2026-08-05,NSE event-calendar,Financial Results,Berger Paints (I) Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-14,BESTAGRO,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Best Agrolife Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BFINVEST,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,BF Investment Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BFUTILITIE,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,BF Utilities Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-04-09,BFUTILITIE,2025-04-09,NSE corporates-financial-results quarterly,Third Quarter,BF Utilities Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-18,BGLOBAL,2025-02-18,NSE corporates-financial-results quarterly,Third Quarter,Bharatiya Global Infomedia Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,BGRENERGY,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,BGR Energy Systems Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BGRENERGY,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,BGR Energy Systems Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BHAGCHEM,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Bhagiradha Chemicals & Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-01,BHAGERIA,2025-02-01,NSE corporates-financial-results quarterly,Third Quarter,Bhageria Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,BHAGYANGR,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Bhagyanagar India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BHANDARI,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bhandari Hosiery Exports Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BHARATFORG,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Bharat Forge Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,BHARATGEAR,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Bharat Gears Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-17,BHARATIDIL,2025-02-17,NSE corporates-financial-results quarterly,Third Quarter,Bharati Defence and Infrastructure Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BHARATRAS,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bharat Rasayan Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,BHARATWIRE,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Bharat Wire Ropes Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,BHARTIARTL,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Bharti Airtel Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,BHARTIHEXA,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Bharti Hexacom Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,BHEL,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Bharat Heavy Electricals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BIGBLOC,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bigbloc Construction Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,BIKAJI,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Bikaji Foods International Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BIL,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Bhartiya International Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,BILVYAPAR,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,BIL VYAPAR LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,BIOCON,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Biocon Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,BIOFILCHEM,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Biofil Chemicals & Pharmaceuticals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,BIRLACABLE,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Birla Cable Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,BIRLACORPN,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Birla Corporation Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,BIRLAMONEY,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Aditya Birla Money Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,BIRLANU,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,BirlaNu Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,BKMINDST,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Bkm Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,BLACKBUCK,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,BLACKBUCK LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,BLAL,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,BEML Land Assets Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-22,BLBLIMITED,2025-01-22,NSE corporates-financial-results quarterly,Third Quarter,BLB Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,BLISSGVS,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Bliss GVS Pharma Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,BLKASHYAP,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,B. L. Kashyap and Sons Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,BLS,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,BLS International Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,BLSE,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,BLS E-Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-02-19,BLUEBLENDS,2026-02-19,NSE corporates-financial-results quarterly,Third Quarter,Blue Blends (I) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,BLUECHIP,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Blue Chip India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-18,BLUECOAST,2025-01-18,NSE corporates-financial-results quarterly,Third Quarter,Blue Coast Hotels Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,BLUEDART,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Blue Dart Express Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,BLUEDART,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Blue Dart Express Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,BLUEJET,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Blue Jet Healthcare Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,BLUESTARCO,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Blue Star Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-06,BLUESTARCO,2026-08-06,NSE event-calendar,Financial Results,Blue Star Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-11,BODALCHEM,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Bodal Chemicals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,BOHRAIND,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Bohra Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,BOMDYEING,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Bombay Dyeing & Mfg Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
