Date,Ticker,EventDate,Source,Purpose,Company,SourceUrl,FetchedAtIST
2025-02-04,JSWHL,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,JSW Holdings Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,JSWINFRA,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,JSW Infrastructure Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,JSWSTEEL,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,JSW Steel Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-17,JSWSTEEL,2026-07-17,NSE event-calendar,Financial Results,JSW Steel Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-01-30,JTEKTINDIA,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Jtekt India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,JTLIND,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,JTL INDUSTRIES LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,JUBLCPL,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Jubilant Agri and Consumer Products Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,JUBLFOOD,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Jubilant Foodworks Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,JUBLINGREA,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Jubilant Ingrevia Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,JUBLPHARMA,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Jubilant Pharmova Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,JUNIPER,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Juniper Hotels Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-11,JUSTDIAL,2025-01-11,NSE corporates-financial-results quarterly,Third Quarter,Just Dial Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,JWL,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Jupiter Wagons Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,JYOTHYLAB,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Jyothy Labs Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,JYOTICNC,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Jyoti CNC Automation Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,JYOTISTRUC,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Jyoti Structures Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,KABRAEXTRU,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Kabra Extrusion Technik Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,KAJARIACER,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Kajaria Ceramics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,KAKATCEM,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Kakatiya Cement Sugar & Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,KALAMANDIR,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Sai Silks (Kalamandir) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-07,KALAMANDIR,2025-03-07,NSE corporates-financial-results quarterly,Third Quarter,Sai Silks (Kalamandir) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,KALYANI,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Kalyani Commercials Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,KALYANIFRG,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Kalyani Forge Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,KALYANKJIL,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Kalyan Jewellers India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,KAMATHOTEL,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Kamat Hotels (I) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KAMDHENU,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Kamdhenu Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KAMOPAINTS,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kamdhenu Ventures Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,KANANIIND,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Kanani Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KANORICHEM,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kanoria Chemicals & Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,KANPRPLA,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Kanpur Plastipack Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,KANSAINER,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Kansai Nerolac Paints Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-03,KANSAINER,2026-08-03,NSE event-calendar,Financial Results,Kansai Nerolac Paints Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-09,KAPSTON,2025-02-09,NSE corporates-financial-results quarterly,Third Quarter,Kapston Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KARMAENG,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Karma Energy Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-20,KARURVYSYA,2025-01-20,NSE corporates-financial-results quarterly,Third Quarter,Karur Vysya Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-20,KARURVYSYA,2026-07-20,NSE event-calendar,Financial Results,Karur Vysya Bank Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-13,KAUSHALYA,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kaushalya Infrastructure Development Corporation Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,KAVDEFENCE,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Kavveri Defence & Wireless Technologies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,KAYA,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Kaya Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,KAYNES,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Kaynes Technology India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KCP,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,KCP Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-03,KCP,2026-08-03,NSE event-calendar,Financial Results/Dividend,KCP Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-10,KCPSUGIND,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,KCP Sugar and Industries Corporation Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,KDDL,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,KDDL Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,KEC,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,KEC International Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KECL,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kirloskar Electric Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KEEPLEARN,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,DSJ Keep Learning Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-21,KEI,2025-01-21,NSE corporates-financial-results quarterly,Third Quarter,KEI Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,KELLTONTEC,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Kellton Tech Solutions Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KERNEX,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kernex Microsystems (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-16,KESORAMIND,2025-01-16,NSE corporates-financial-results quarterly,Third Quarter,Kesoram Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,KEYFINSERV,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Keynote Financial Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-23,KFINTECH,2025-01-23,NSE corporates-financial-results quarterly,Third Quarter,Kfin Technologies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-24,KFINTECH,2026-07-24,NSE event-calendar,Financial Results,Kfin Technologies Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-11,KHADIM,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Khadim India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-17,KHAICHEM,2025-01-17,NSE corporates-financial-results quarterly,Third Quarter,Khaitan Chemicals & Fertilizers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,KHAITANLTD,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Khaitan (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,KHANDSE,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Khandwala Securities Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,KICL,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Kalyani Investment Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,KILITCH,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Kilitch Drugs (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,KIMS,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Krishna Institute of Medical Sciences Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,KINGFA,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Kingfa Science & Technology (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,KIOCL,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,KIOCL Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KIRIINDUS,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kiri Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KIRLOSBROS,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kirloskar Brothers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,KIRLOSENG,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Kirloskar Oil Engines Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,KIRLOSIND,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Kirloskar Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,KIRLPNU,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Kirloskar Pneumatic Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,KITEX,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Kitex Garments Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-09,KKCL,2025-02-09,NSE corporates-financial-results quarterly,Third Quarter,Kewal Kiran Clothing Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KMEW,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Knowledge Marine & Engineering Works Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,KMSUGAR,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,K.M.Sugar Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,KNRCON,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,KNR Constructions Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,KOHINOOR,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Kohinoor Foods Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KOKUYOCMLN,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kokuyo Camlin Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,KOLTEPATIL,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Kolte - Patil Developers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KOPRAN,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Kopran Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-18,KOTAKBANK,2025-01-18,NSE corporates-financial-results quarterly,Third Quarter,Kotak Mahindra Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,KOTAKBANK,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Kotak Mahindra Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KOTARISUG,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Kothari Sugars And Chemicals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,KOTHARIPET,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Kothari Petrochemicals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,KOTHARIPRO,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Kothari Products Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,KPEL,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,K.P. Energy Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,KPIGREEN,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,KPI Green Energy Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KPIL,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kalpataru Projects International Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,KPITTECH,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,KPIT Technologies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,KPRMILL,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,K.P.R. Mill Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,KRBL,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,KRBL Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,KREBSBIO,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Krebs Biochemicals and Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-07,KREBSBIO,2025-03-07,NSE corporates-financial-results quarterly,Third Quarter,Krebs Biochemicals and Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KRIDHANINF,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kridhan Infra Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-15,KRISHANA,2025-01-15,NSE corporates-financial-results quarterly,Third Quarter,Krishana Phoschem Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KRITI,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Kriti Industries (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-22,KRITIKA,2025-01-22,NSE corporates-financial-results quarterly,Third Quarter,Kritika Wires Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KRITINUT,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Kriti Nutrients Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,KRN,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,KRN Heat Exchanger and Refrigeration Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,KRONOX,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Kronox Lab Sciences Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,KROSS,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Kross Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KRSNAA,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Krsnaa Diagnostics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-20,KRYSTAL,2025-01-20,NSE corporates-financial-results quarterly,Third Quarter,Krystal Integrated Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-28,KSB,2025-02-28,NSE corporates-financial-results quarterly,Fourth Quarter,Ksb Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,KSCL,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Kaveri Seed Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,KSHITIJPOL,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Kshitij Polyline Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,KSL,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Kalyani Steels Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-20,KSOLVES,2025-01-20,NSE corporates-financial-results quarterly,Third Quarter,Ksolves India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,KTKBANK,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,The Karnataka Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,KUANTUM,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Kuantum Papers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,KUNDANMM,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Kundan Minerals and Metals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,LAGNAM,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Lagnam Spintex Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,LAL,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Lorenzini Apparels Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,LALPATHLAB,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Dr. Lal Path Labs Ltd.,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-24,LALPATHLAB,2026-07-24,NSE event-calendar,Financial Results/Other business matters,Dr. Lal Path Labs Ltd.,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-01,LAMBODHARA,2025-02-01,NSE corporates-financial-results quarterly,Third Quarter,Lambodhara Textiles Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,LANCORHOL,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Lancor Holdings Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,LANDMARK,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Landmark Cars Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-17,LANDSMILL,2025-01-17,NSE corporates-financial-results quarterly,Third Quarter,Landsmill Green Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,LAOPALA,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,La Opala RG Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,LASA,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Lasa Supergenerics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,LATENTVIEW,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Latent View Analytics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,LATTEYS,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Latteys Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,LAURUSLABS,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Laurus Labs Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,LAXMICOT,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Laxmi Cotspin Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,LAXMIDENTL,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Laxmi Dental Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,LCCINFOTEC,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,LCC Infotech Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
