Date,Open,High,Low,Close,Volume
2016-12-08,999.99,1000.01,999.99,1000.0,459811
2016-12-09,1000.0,1000.01,999.99,1000.0,1047570
2016-12-12,999.99,1000.01,999.99,1000.0,555812
2016-12-13,999.0,1000.01,999.0,1000.0,953966
2016-12-14,1000.0,1000.01,999.99,1000.0,564539
2016-12-15,999.99,1000.01,999.99,999.99,678856
2016-12-16,999.99,1000.01,999.99,1000.0,572714
2016-12-19,999.99,1000.01,999.0,1000.0,487307
2016-12-20,1000.0,1000.01,999.0,1000.0,611495
2016-12-21,999.99,1000.01,999.99,1000.0,831354
2016-12-22,1000.0,1000.01,999.99,1000.0,762180
2016-12-23,1000.0,1000.01,999.99,999.99,1079686
2016-12-26,999.99,1000.01,999.99,1000.0,703839
2016-12-27,999.99,1000.01,999.99,1000.0,650566
2016-12-28,999.99,1002.99,999.98,1000.03,2400784
2016-12-29,1000.0,1000.01,999.99,1000.0,737856
2016-12-30,1000.0,1000.01,999.99,1000.0,1039353
2017-01-02,1000.0,1000.01,999.99,999.99,1035707
2017-01-03,999.99,1000.01,999.99,1000.0,426574
2017-01-04,999.99,1000.01,999.99,999.99,326151
2017-01-05,999.99,1000.01,999.99,1000.0,837599
2017-01-06,1000.0,1000.01,999.99,999.99,492115
2017-01-09,1000.0,1000.01,999.5,999.99,369960
2017-01-10,999.99,1000.01,999.99,999.99,337813
2017-01-11,999.99,1000.01,999.99,999.99,403607
2017-01-12,999.99,1000.01,999.99,1000.0,654295
2017-01-13,1000.0,1000.01,999.99,1000.0,501291
2017-01-16,999.99,1000.01,999.99,999.99,589301
2017-01-17,999.99,1000.01,999.99,1000.0,341887
2017-01-18,1000.0,1000.01,999.99,1000.0,438273
2017-01-19,999.99,1000.01,999.99,1000.0,274055
2017-01-20,999.99,1000.01,999.99,1000.0,732400
2017-01-23,999.99,1000.01,999.99,1000.0,689408
2017-01-24,1000.0,1000.01,999.99,1000.0,423525
2017-01-25,999.99,1000.01,999.99,1000.0,1900418
2017-01-27,999.99,1000.01,998.0,999.99,3006036
2017-01-30,999.99,1000.01,999.99,1000.0,547267
2017-01-31,1000.0,1000.01,999.99,1000.0,1037810
2017-02-01,970.0,1000.01,970.0,999.99,285921
2017-02-02,999.99,1000.01,999.99,1000.0,414427
2017-02-03,999.99,1000.01,999.99,1000.0,465186
2017-02-06,1000.0,1000.01,999.99,1000.0,387830
2017-02-07,1000.0,1000.01,999.99,1000.0,469657
2017-02-08,999.99,1000.01,999.99,1000.0,327914
2017-02-09,1000.0,1000.01,1000.0,1000.0,415786
2017-02-10,1000.0,1000.01,999.99,1000.0,356143
2017-02-13,999.99,1000.01,999.99,1000.0,603255
2017-02-14,999.99,1000.0,999.99,999.99,456758
2017-02-15,1000.0,1000.01,999.99,1000.0,382112
2017-02-16,1000.0,1000.01,999.99,999.99,424213
2017-02-17,1000.0,1000.01,999.99,1000.0,668008
2017-02-20,1000.0,1000.01,999.99,999.99,404294
2017-02-21,1000.0,1000.01,999.99,999.99,643872
2017-02-22,1000.0,1000.01,999.99,999.99,776703
2017-02-23,1000.0,1000.01,999.9,1000.0,2874653
2017-02-27,1000.0,1000.01,999.99,1000.0,462303
2017-02-28,1000.0,1000.01,999.99,1000.0,692208
2017-03-01,1000.0,1000.01,999.99,1000.0,701731
2017-03-02,999.99,1000.01,999.99,1000.0,729410
2017-03-03,1000.0,1000.01,999.99,1000.0,1188061
2017-03-06,1000.0,1000.01,999.99,1000.0,506449
2017-03-07,1000.0,1000.01,999.99,999.99,408924
2017-03-08,999.99,1000.01,999.99,1000.0,922543
2017-03-09,1000.0,1000.01,999.99,999.99,562724
2017-03-10,1000.0,1000.01,999.99,1000.0,381498
2017-03-14,1000.0,1000.01,999.99,1000.0,504652
2017-03-15,999.99,1000.01,999.99,1000.0,662733
2017-03-16,999.99,1000.01,999.99,1000.0,958229
2017-03-17,1000.0,1000.01,999.99,1000.0,1081187
2017-03-20,1001.0,1001.0,999.99,999.99,728341
2017-03-21,999.0,1000.01,995.55,1000.0,474659
2017-03-22,999.99,1000.01,999.99,999.99,735916
2017-03-23,1000.01,1000.01,999.99,1000.0,1190511
2017-03-24,1000.0,1000.01,999.99,999.99,1351005
2017-03-27,1000.0,1000.0,999.99,999.99,1012779
2017-03-28,999.99,1000.01,999.99,999.99,1151575
2017-03-29,999.99,1000.01,999.99,999.99,825803
2017-03-30,999.99,1000.01,999.99,1000.0,1094521
2017-03-31,1000.0,1000.01,999.99,1000.0,1182088
2017-04-03,1000.0,1000.01,999.99,1000.0,606012
2017-04-05,999.99,1000.01,999.99,1000.0,552198
2017-04-06,999.99,1000.01,999.99,999.99,538413
2017-04-07,1000.0,1000.01,999.99,1000.0,447416
2017-04-10,999.99,1000.01,999.0,1000.0,401340
2017-04-11,999.99,1000.01,999.99,1000.0,520138
2017-04-12,999.99,1000.01,999.99,999.99,468376
2017-04-13,1000.0,1000.01,999.99,999.99,412511
2017-04-17,999.99,1000.01,999.99,1000.0,489100
2017-04-18,1000.0,1000.01,999.99,1000.0,393036
2017-04-19,1000.0,1000.01,999.99,999.99,549340
2017-04-20,1000.0,1000.01,999.99,999.99,333735
2017-04-21,1000.0,1000.01,999.99,1000.0,1351746
2017-04-24,999.99,1000.01,999.99,1000.0,448342
2017-04-25,1000.0,1000.01,978.0,1000.0,1308738
2017-04-26,1000.0,1000.01,999.99,999.99,373648
2017-04-27,999.99,1000.01,999.99,1000.0,560303
2017-04-28,999.99,1000.01,999.99,999.99,647233
2017-05-02,999.99,1000.01,999.99,999.99,374043
2017-05-03,1000.0,1000.01,999.99,1000.0,461963
2017-05-04,1000.0,1000.01,999.99,1000.0,714987
2017-05-05,1000.0,1000.01,999.99,1000.0,406246
2017-05-08,990.0,1000.01,980.0,999.99,408283
2017-05-09,990.0,1000.01,980.56,1000.0,264082
2017-05-10,1000.0,1000.01,999.99,1000.0,381364
2017-05-11,1000.0,1000.01,999.99,1000.0,458244
2017-05-12,1000.0,1000.01,999.99,1000.0,678846
2017-05-15,1000.0,1000.01,999.99,1000.0,584542
2017-05-16,1000.0,1000.01,999.99,1000.0,601982
2017-05-17,999.98,1000.01,999.98,1000.0,396461
2017-05-18,1000.0,1000.01,999.99,1000.0,760307
2017-05-19,999.99,1000.01,999.99,999.99,335284
2017-05-22,980.56,1000.01,980.56,1000.0,339240
2017-05-23,999.99,1000.01,999.99,1000.0,938900
2017-05-24,1000.0,1000.01,999.99,999.99,715271
2017-05-25,1000.0,1000.01,999.99,999.99,667041
2017-05-26,1000.0,1000.01,999.99,999.99,1462907
2017-05-29,999.99,1000.01,999.99,1000.0,662424
2017-05-30,1000.0,1000.01,999.99,999.99,616486
2017-05-31,1000.0,1000.01,999.99,999.99,699575
2017-06-01,999.99,1000.01,999.99,1000.0,722680
2017-06-02,1000.0,1000.01,999.99,1000.0,784233
2017-06-05,1000.0,1000.01,999.99,1000.0,376329
2017-06-06,1000.0,1000.01,999.99,1000.0,446324
2017-06-07,1000.0,1000.01,999.99,1000.0,864198
2017-06-08,999.99,1000.01,999.99,1000.0,569754
2017-06-09,1000.0,1000.01,999.99,1000.0,685923
2017-06-12,1000.0,1000.01,999.99,1000.0,667839
2017-06-13,999.99,1000.01,999.99,1000.0,582851
2017-06-14,999.99,1000.01,999.99,999.99,732204
2017-06-15,999.99,1000.01,999.99,1000.0,737803
2017-06-16,1000.0,1019.44,999.99,1000.0,664773
2017-06-19,999.99,1000.01,999.99,999.99,899187
2017-06-20,1000.0,1000.01,999.99,1000.0,745164
2017-06-21,999.99,1000.01,999.97,1000.0,690493
2017-06-22,999.99,1000.01,999.99,1000.0,896518
2017-06-23,1000.0,1000.01,999.99,1000.0,899813
2017-06-27,1000.0,1000.01,999.0,1000.0,1096729
2017-06-28,1000.0,1000.01,999.99,1000.0,1485166
2017-06-29,1000.0,1000.01,999.99,999.99,1363303
2017-06-30,1000.0,1000.01,999.99,1000.0,1657221
2017-07-03,990.0,1000.01,990.0,1000.0,1154903
2017-07-04,999.99,1000.01,999.99,999.99,1134295
2017-07-05,999.99,1000.01,999.99,1000.0,797331
2017-07-06,1000.0,1000.01,999.99,1000.0,2017394
2017-07-07,1000.0,1000.01,999.99,1000.0,930596
2017-07-10,999.99,1000.01,999.99,1000.0,786787
2017-07-11,999.0,1000.01,999.0,1000.0,599354
2017-07-12,1000.0,1000.01,999.99,999.99,723675
2017-07-13,1000.0,1000.01,999.99,1000.0,1159021
2017-07-14,1000.0,1000.01,999.99,1000.0,856443
2017-07-17,1000.0,1000.01,999.99,1000.0,565808
2017-07-18,999.99,1000.01,999.99,1000.0,820432
2017-07-19,1000.0,1000.01,999.99,1000.0,666909
2017-07-20,1000.0,1000.01,998.55,1000.0,1426134
2017-07-21,1000.0,1000.01,999.99,1000.0,848882
2017-07-24,999.99,1000.01,999.99,1000.0,685588
2017-07-25,1000.0,1000.01,999.99,1000.0,648677
2017-07-26,1000.0,1000.01,999.99,1000.0,715278
2017-07-27,999.99,1000.01,998.15,1000.0,955399
2017-07-28,999.99,1000.01,999.99,1000.0,1476449
2017-07-31,1000.0,1000.01,999.99,1000.0,1747818
2017-08-01,1000.0,1000.01,999.99,1000.0,1199786
2017-08-02,999.99,1000.01,999.99,1000.0,818885
2017-08-03,1000.0,1000.01,999.99,1000.0,1931708
2017-08-04,1000.0,1000.01,999.99,1000.0,1246824
2017-08-07,1000.0,1000.01,999.99,1000.0,1253279
2017-08-08,999.99,1000.01,999.99,1000.0,624403
2017-08-09,1000.0,1000.01,999.99,1000.0,953151
2017-08-10,1000.0,1000.01,999.99,1000.0,2069926
2017-08-11,999.99,1000.01,999.99,1000.0,1299862
2017-08-14,999.99,1000.01,999.99,1000.0,834615
2017-08-16,999.99,1000.01,999.99,1000.0,703604
2017-08-17,999.99,1000.01,999.99,1000.0,1083078
2017-08-18,985.56,1000.01,985.56,1000.0,1671983
2017-08-21,999.99,1000.01,999.99,1000.0,815670
2017-08-22,999.0,1000.01,998.55,1000.0,598933
2017-08-23,1000.0,1000.01,999.99,999.99,546915
2017-08-24,1000.0,1000.01,999.99,1000.0,1166122
2017-08-28,985.56,1000.01,985.56,999.99,1018869
2017-08-29,999.99,1000.01,999.99,999.99,920975
2017-08-30,991.75,1000.01,991.75,1000.0,619894
2017-08-31,1000.0,1000.01,999.99,1000.0,1089246
2017-09-01,1000.0,1000.01,999.99,999.99,648234
2017-09-04,999.99,1000.01,999.99,1000.0,573983
2017-09-05,1000.0,1000.01,999.99,999.99,585783
2017-09-06,1000.0,1000.01,999.0,1000.0,569484
2017-09-07,999.99,1000.01,999.99,1000.0,720306
2017-09-08,1000.0,1000.01,999.99,1000.0,970134
2017-09-11,999.99,1000.01,999.99,1000.0,627199
2017-09-12,999.99,1000.0,999.99,999.99,648384
2017-09-13,999.99,1000.01,999.99,1000.0,758810
2017-09-14,999.99,1000.01,999.99,1000.0,987060
2017-09-15,1000.0,1000.01,999.99,1000.0,956640
2017-09-18,999.99,1000.01,997.25,999.99,802874
2017-09-19,999.99,1000.01,999.99,1000.0,743216
2017-09-20,999.99,1000.01,999.99,999.99,950685
2017-09-21,1000.0,1000.01,999.99,1000.0,1102806
2017-09-22,1000.0,1000.01,999.99,1000.0,1360576
2017-09-25,1000.0,1000.01,999.99,1000.0,1048283
2017-09-26,1000.0,1000.01,998.55,1000.0,1037467
2017-09-27,1000.0,1000.01,999.99,1000.0,878518
2017-09-28,999.99,1000.01,999.99,999.99,1556684
2017-09-29,1000.0,1000.01,999.99,1000.0,1667964
2017-10-03,1000.0,1000.01,999.99,1000.0,887464
2017-10-04,1000.0,1000.01,999.99,1000.0,1271768
2017-10-05,1000.0,1000.01,999.99,1000.0,898778
2017-10-06,999.99,1000.01,999.99,999.99,2710803
2017-10-09,999.99,1000.01,999.99,1000.0,1031964
2017-10-10,999.99,1000.01,999.99,1000.0,720717
2017-10-11,1000.0,1000.01,999.99,1000.0,1076894
2017-10-12,1000.0,1000.01,999.99,999.99,1081327
2017-10-13,999.99,1000.01,999.99,999.99,545595
2017-10-16,1000.0,1000.01,999.99,1000.0,1116243
2017-10-17,999.99,1000.01,999.99,1000.0,892940
2017-10-18,1000.0,1000.01,997.55,1000.0,1016581
2017-10-23,1000.0,1000.01,999.99,1000.0,974117
2017-10-24,1000.0,1000.01,999.99,999.99,875311
2017-10-25,999.99,1000.01,999.99,1000.0,646382
2017-10-26,999.99,1000.01,999.99,999.99,1047922
2017-10-27,1000.0,1000.01,999.99,999.99,1461736
2017-10-30,999.99,1000.01,999.99,1000.0,611307
2017-10-31,999.99,1000.01,999.99,1000.0,760196
2017-11-01,999.01,1000.01,999.01,1000.0,832457
2017-11-02,999.0,1000.01,999.0,1000.0,1036980
2017-11-03,1000.0,1000.01,999.99,1000.0,731683
2017-11-06,999.6,1000.01,999.15,1000.0,673621
2017-11-07,999.99,1000.01,999.99,1000.0,932565
2017-11-08,1000.0,1000.01,999.99,999.99,595145
2017-11-09,999.99,1000.01,999.99,1000.0,777802
2017-11-10,999.99,1000.01,999.99,1000.0,850362
2017-11-13,999.99,1000.01,999.99,1000.0,900784
2017-11-14,1000.0,1000.01,999.99,1000.0,1153848
2017-11-15,999.99,1000.01,999.99,1000.0,996791
2017-11-16,999.99,1000.01,999.99,1000.0,1252598
2017-11-17,999.99,1000.01,998.55,1000.0,1523543
2017-11-20,999.95,1000.01,999.95,1000.0,1230579
2017-11-21,999.99,1000.01,999.99,1000.0,722754
2017-11-22,999.99,1000.01,999.99,1000.0,813829
2017-11-23,1000.0,1000.01,999.99,1000.0,1059011
2017-11-24,1000.0,1000.01,999.99,1000.0,757386
2017-11-27,999.99,1000.01,999.99,1000.0,945248
2017-11-28,999.99,1000.01,999.9,999.99,980617
2017-11-29,1000.0,1000.01,999.99,1000.0,637589
2017-11-30,1000.0,1000.01,999.99,1000.0,829725
2017-12-01,1000.0,1000.01,999.99,1000.0,845819
2017-12-04,999.99,1000.01,999.99,999.99,1028044
2017-12-05,999.95,1000.01,999.95,1000.0,714818
2017-12-06,999.6,1000.01,985.56,1000.0,621710
2017-12-07,1000.0,1000.01,999.99,1000.0,965866
2017-12-08,1000.0,1000.01,999.99,1000.0,2293584
2017-12-11,1000.0,1000.01,999.99,1000.0,920952
2017-12-12,1000.0,1000.01,999.01,1000.0,948719
2017-12-13,1000.0,1000.01,999.99,1000.0,691928
2017-12-14,999.99,1000.01,999.99,1000.0,1061319
2017-12-15,1000.0,1000.01,999.99,1000.0,1122150
2017-12-18,1000.0,1000.01,999.99,1000.0,1069233
2017-12-19,1000.0,1000.01,999.01,1000.0,826593
2017-12-20,999.99,1000.01,999.99,1000.0,971910
2017-12-21,999.99,1000.01,999.99,1000.0,1232589
2017-12-22,1000.0,1000.01,999.99,1000.0,783729
2017-12-26,999.99,1000.01,999.99,999.99,876649
2017-12-27,999.99,1000.01,999.99,1000.0,1061504
2017-12-28,1000.0,1000.01,999.99,1000.0,1537487
2017-12-29,999.99,1000.01,999.6,1000.0,1613060
2018-01-01,985.56,1000.01,985.56,1000.0,698545
2018-01-02,1000.0,1000.01,999.99,1000.0,775930
2018-01-03,1000.0,1000.01,999.99,1000.0,644460
2018-01-04,999.99,1000.01,999.99,1000.0,811290
2018-01-05,1000.0,1000.01,999.99,1000.0,1007728
2018-01-08,999.99,1000.01,999.99,999.99,796668
2018-01-09,999.99,1000.01,999.99,1000.0,615012
2018-01-10,999.99,1000.01,999.99,1000.0,900412
2018-01-11,1000.0,1000.01,999.99,1000.0,961547
2018-01-12,999.99,1000.01,999.99,1000.0,1012720
2018-01-15,999.99,1000.01,999.99,1000.0,1078555
2018-01-16,987.0,1000.01,987.0,1000.0,1214627
2018-01-17,999.75,1000.01,999.51,999.99,703929
2018-01-18,999.99,1000.01,999.99,1000.0,888249
2018-01-19,1000.0,1000.01,999.99,1000.0,860188
2018-01-22,1000.0,1000.01,999.99,1000.0,957215
2018-01-23,999.99,1000.01,999.99,1000.0,985972
2018-01-24,999.99,1000.01,999.99,999.99,1093584
2018-01-25,999.99,1000.01,999.99,1000.0,1461140
2018-01-29,1014.44,1014.44,999.99,999.99,912511
2018-01-30,999.99,1000.01,999.99,1000.0,1321456
2018-01-31,1000.0,1000.01,999.99,1000.0,1406383
2018-02-01,999.75,1000.01,999.75,1000.0,1175061
2018-02-02,999.99,1000.01,999.99,1000.0,1726558
2018-02-05,999.99,1000.01,999.99,1000.0,1414672
2018-02-06,999.99,1000.01,999.99,1000.0,1395844
2018-02-07,1000.0,1000.01,999.99,1000.0,1226104
2018-02-08,999.99,1000.01,999.6,1000.0,1118393
2018-02-09,999.99,1000.01,999.99,1000.0,1355360
2018-02-12,999.99,1000.01,999.99,1000.0,1086265
2018-02-14,999.99,1000.01,999.99,1000.0,1254213
2018-02-15,1000.0,1014.44,999.99,1000.0,908397
2018-02-16,999.99,1000.01,999.99,1000.0,1885097
2018-02-19,999.99,1000.01,999.99,1000.0,894193
2018-02-20,1000.0,1000.01,999.99,999.99,2002272
2018-02-21,999.99,1000.01,999.99,1000.0,1409976
2018-02-22,1000.0,1000.01,999.99,1000.0,1201772
2018-02-23,1000.0,1000.01,999.99,999.99,946320
2018-02-26,999.99,1000.01,999.99,999.99,1356682
2018-02-27,999.95,1000.01,999.95,1000.0,878998
2018-02-28,999.99,1000.01,999.99,1000.0,866540
2018-03-01,1000.0,1000.01,999.99,1000.0,1082208
2018-03-05,999.99,1000.01,999.99,1000.0,1345979
2018-03-06,1000.0,1000.01,999.99,1000.0,945662
2018-03-07,999.99,1000.01,999.99,999.99,1020832
2018-03-08,1000.0,1014.44,999.99,1000.03,2432679
2018-03-09,999.99,1000.01,999.75,1000.0,1447195
2018-03-12,1000.0,1000.01,999.99,999.99,1004403
2018-03-13,999.99,1000.01,998.55,999.98,1461463
2018-03-14,999.99,1000.01,999.99,999.99,1131282
2018-03-15,1000.0,1000.01,999.99,1000.0,1394223
2018-03-16,1000.0,1000.01,999.99,999.99,915237
2018-03-19,1000.0,1000.01,999.99,1000.0,970557
2018-03-20,1000.0,1000.01,999.99,1000.0,1065675
2018-03-21,999.99,1000.01,999.99,1000.0,2002649
2018-03-22,999.99,1000.01,999.99,1000.0,2561460
2018-03-23,999.9,1000.01,999.9,1000.0,4158591
2018-03-26,999.99,1000.01,999.0,999.99,4004859
2018-03-27,1000.0,1000.5,998.55,1000.0,2931893
2018-03-28,1000.0,1000.45,999.05,1000.0,3925640
2018-04-02,1000.0,1000.01,999.75,1000.0,1033704
2018-04-03,985.56,1000.01,985.56,999.99,1109344
2018-04-04,999.99,1000.01,999.99,1000.0,870240
2018-04-05,1000.0,1000.01,999.99,999.99,806029
2018-04-06,1000.0,1000.01,999.99,1000.0,1057451
2018-04-09,1000.0,1000.01,999.99,1000.0,1062706
2018-04-10,1000.0,1000.01,999.99,1000.0,726938
2018-04-11,1000.0,1000.01,999.2,1000.0,773324
2018-04-12,1000.0,1000.01,999.99,1000.0,815034
2018-04-13,1000.0,1000.01,999.99,1000.0,664908
2018-04-16,999.99,1000.01,999.99,999.99,1010468
2018-04-17,999.99,1000.01,999.99,999.99,1211461
2018-04-18,1000.0,1000.01,999.99,1000.0,831457
2018-04-19,999.99,1000.01,998.55,999.99,855557
2018-04-20,999.99,1000.01,999.99,1000.0,614405
2018-04-23,1000.0,1000.01,997.55,1000.0,824255
2018-04-24,999.99,1000.01,998.55,999.99,1173995
2018-04-25,999.99,1000.01,999.99,1000.0,1318606
2018-04-26,1000.0,1000.01,999.99,1000.0,1061095
2018-04-27,999.99,1000.01,999.99,1000.0,1703966
2018-04-30,999.99,1000.01,999.99,999.99,998857
2018-05-02,1000.0,1000.01,999.99,1000.0,1071390
2018-05-03,1000.0,1000.01,999.99,1000.0,893892
2018-05-04,1000.0,1000.01,999.99,1000.0,1008692
2018-05-07,988.1,1000.01,988.1,999.99,1211587
2018-05-08,999.99,1000.01,999.99,1000.0,1247378
2018-05-09,1000.0,1000.01,999.99,1000.0,1365345
2018-05-10,1000.0,1000.01,999.99,1000.0,1371458
2018-05-11,999.9,1000.01,999.9,1000.0,1357532
2018-05-14,999.99,1000.01,999.99,1000.0,960417
2018-05-15,988.1,1000.01,988.1,999.99,1254531
2018-05-16,1000.0,1000.01,999.99,1000.0,1562358
2018-05-17,1000.0,1000.01,999.1,1000.0,1028900
2018-05-18,1000.0,1000.01,999.99,1000.0,1712819
2018-05-21,999.1,1000.01,999.1,1000.0,1265289
2018-05-22,999.95,1000.01,998.65,999.99,940909
2018-05-23,999.99,1000.01,999.99,1000.0,1416579
2018-05-24,999.99,1000.01,999.99,1000.0,870799
2018-05-25,1000.0,1000.01,999.99,1000.0,987674
2018-05-28,1000.0,1000.01,999.99,1000.0,1338639
2018-05-29,1000.01,1000.01,999.99,1000.0,793507
2018-05-30,1000.0,1000.01,999.99,1000.0,1067307
2018-05-31,1000.0,1000.01,999.99,1000.0,1240601
2018-06-01,1000.0,1000.01,999.99,1000.0,1355657
2018-06-04,1000.0,1000.01,999.99,1000.0,1675925
2018-06-05,1000.0,1000.01,999.99,1000.0,919990
2018-06-06,1000.0,1000.01,999.99,999.99,1109918
2018-06-07,999.99,1000.01,999.99,1000.0,1004633
2018-06-08,1014.44,1014.44,999.99,1000.0,1182749
2018-06-11,1000.0,1000.01,999.0,1000.0,1369001
2018-06-12,1014.44,1014.44,999.99,1000.0,1462739
2018-06-13,1000.0,1000.01,999.99,1000.0,1118116
2018-06-14,1000.0,1000.01,999.99,999.99,1164457
2018-06-15,999.99,1000.01,999.99,1000.0,1239372
2018-06-18,999.99,1000.01,999.99,1000.0,1199441
2018-06-19,999.99,1000.01,999.99,1000.0,951412
2018-06-20,999.99,1000.01,999.99,1000.0,1606187
2018-06-21,1000.0,1000.01,999.99,999.99,790580
2018-06-22,1000.0,1000.01,999.99,999.99,1754539
