Branch,ExperimentID,Family,StandalonePromoted,ResearchAUC,ResearchBalancedAccuracy,ResearchSpreadTopBottom,GapAUC,GapBalancedAccuracy,GapSpreadTopBottom,RealTradeCount,SelectionScore,BestBaselinePolicy,BestBaselineReturn,BestBaselineTurnover,BestBaselineTrades,PositiveTickers,ZeroTickers,NegativeTickers,TopPositiveShare,BenchmarkPolicy,BenchmarkReturn
CrossSectional60m,E503,RelativeMeanReversion,False,0.5643280971600303,0.5485713471224285,0.0034597590112754,0.0639589090754033,0.0473174345924466,0.0036160379337917,1319.6908546376314,,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectional60m,E504,RelativeMeanReversion,True,0.5639970319722952,0.5470277018197194,0.0034712595561987,0.065732239606746,0.0492974406437424,0.00366748096037,1319.6908546376314,0.1185009398066873,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectional60m,E505,LeadershipPersistence,False,0.5026570463934211,0.5025940528634837,-0.0001138526807849,0.0036550903396918,0.0055888028314477,7.502947987177788e-05,1131.4522646910254,0.0091300404903545,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectional60m,E506,LeadershipPersistence,False,0.50674838729606,0.5028078092216757,0.00019285665801,0.0020500844679595,0.0006668995031309,-0.0001620872907242,1211.956058431473,,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectional60m,E507,SectorSpread,False,0.5085229155063998,0.5050503448783269,0.0004364956360335,0.0103515975620733,0.0057822760995198,0.0005299158203823,3215.062387522496,,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectional60m,E508,SectorSpread,True,0.5212696145343351,0.5153106650310657,0.0006366714181859,0.0191047671177947,0.0130908929022227,0.0001570608840608,3215.062387522496,0.0328323314382034,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mExecution,E1501,Direct15mContinuation,True,0.5656119939057195,0.547871000447292,0.0047107162183754,0.065891259568488,0.047339304552593,0.0050267753079835,6741.88202983546,0.1179412803394565,SIGNAL_E1502_BANDED_66,-0.000173024165662,0.2102272669150549,0.6049382716049383,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mExecution,E1502,Direct15mCandlePath,True,0.5189429488313735,0.5135889599016169,0.0008987741548259,0.0187102098656128,0.0135971426166844,0.0013665234086838,6741.88202983546,0.0332061266371232,SIGNAL_E1502_BANDED_66,-0.000173024165662,0.2102272669150549,0.6049382716049383,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mExecution,E1503,Direct15mRelativeBarrier,True,0.5084730676772438,0.5062669292805508,0.0002160298060243,0.0080218516159685,0.0056549489419553,0.0002627295558357,6741.832454445143,0.0138928303639483,SIGNAL_E1502_BANDED_66,-0.000173024165662,0.2102272669150549,0.6049382716049383,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mExecution,E1504,Direct15mStateAwareBarrier,True,0.5074838541179745,0.5047863253084186,0.0002383315289062,0.0069309842042277,0.0041221819282221,0.0007022656226621,6741.832454445143,0.0112914976613561,SIGNAL_E1502_BANDED_66,-0.000173024165662,0.2102272669150549,0.6049382716049383,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mFailedBreakout,E1601,FailedUpsideBreakout,True,0.5267072134743319,0.519278995738977,0.0007524245372129,0.0270040683504686,0.0197228003516036,0.0007599526988194,6741.906817530619,0.0474792932392852,SIGNAL_E1601_BANDED_70,-5.820192894889364e-05,0.0370370370061728,0.0493827160493827,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mFailedBreakout,E1602,SessionAwareBreakoutFailure,True,0.5750242309686432,0.5537999010069146,0.0026510840805298,0.0754808895674732,0.05374497093167,0.0023173945756313,6741.906817530619,0.1318769445796732,SIGNAL_E1601_BANDED_70,-5.820192894889364e-05,0.0370370370061728,0.0493827160493827,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mFailedBreakout,E1603,RelativeFailedBreakout,True,0.5172256239809125,0.5130533299563205,0.0001284729717582,0.0170698645034612,0.0130023789538679,-8.467826302018552e-05,6741.88202983546,0.0302007164290873,SIGNAL_E1601_BANDED_70,-5.820192894889364e-05,0.0370370370061728,0.0493827160493827,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mFailedBreakout,E1604,StateAwareBreakoutFailure,True,0.515987536728198,0.5113117965416831,0.0001632070341844,0.0152363589878899,0.0103148483301033,-0.0001721064074757,6741.88202983546,0.0257144143521777,SIGNAL_E1601_BANDED_70,-5.820192894889364e-05,0.0370370370061728,0.0493827160493827,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mOpenDrive,E1701,OpeningDriveCore,True,0.5682090870470081,0.550275479174333,0.0013693771691642,0.0676271744152912,0.0503564896263998,0.0013140498895276,2156.730761656089,0.1193530412108552,SIGNAL_E1701_BANDED_70,-0.0006190150485907,0.6599287240967253,4.308641975308642,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mOpenDrive,E1702,OpeningRangePersistence,True,0.5770899622388297,0.5565408256687087,0.001427093110769,0.0757974626716062,0.0560195652207872,0.0013843594890571,3236.157113038913,0.1332441210031625,SIGNAL_E1701_BANDED_70,-0.0006190150485907,0.6599287240967253,4.308641975308642,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mOpenDrive,E1703,RelativeOpenDrive,True,0.5376864979789435,0.528252594785625,3.758296277268016e-05,0.0378227010104901,0.0283351649149107,-6.452592974543943e-06,4314.007206125683,0.0661954488881735,SIGNAL_E1701_BANDED_70,-0.0006190150485907,0.6599287240967253,4.308641975308642,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mOpenDrive,E1704,StateAwareOpenDrive,True,0.536537269998686,0.5267981230120183,-6.093072951872536e-05,0.037249372933912,0.0270837689912077,-0.0001222936155192,4314.007206125683,0.0642722111956011,SIGNAL_E1701_BANDED_70,-0.0006190150485907,0.6599287240967253,4.308641975308642,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mSessionPhase,E1801,EarlySessionDriveQuality,True,0.5709398256617072,0.5520930530057084,0.0013983090391477,0.0731435042934543,0.0539556845201218,0.001493749226062,2425.9957698672224,0.1284974978527239,SIGNAL_E1802_BANDED_70,-0.0001341339035688,0.2159996381368785,1.2592592592592593,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mSessionPhase,E1802,MidSessionContinuationVsFade,True,0.5338323452610362,0.5248842254773021,0.0005861364820542,0.0366389169206555,0.0255743403857249,0.0006149895665728,3505.3717148976752,0.0627993937884346,SIGNAL_E1802_BANDED_70,-0.0001341339035688,0.2159996381368785,1.2592592592592593,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mSessionPhase,E1803,RelativeSessionPressure,True,0.6341835397008408,0.6081429351342786,0.0008386969864369,0.1328998145282005,0.1068646301789645,0.0009610067310974,4313.143802807954,0.240603141693602,SIGNAL_E1802_BANDED_70,-0.0001341339035688,0.2159996381368785,1.2592592592592593,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mSessionPhase,E1804,LateSessionRepricing,True,0.5333359998085582,0.5239238843948322,-0.0001424111073195,0.0354928607556856,0.0259725374872336,0.0023513920523068,810.9720363611787,0.0613229871355997,SIGNAL_E1802_BANDED_70,-0.0001341339035688,0.2159996381368785,1.2592592592592593,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mHoldingHorizon,E1901,Hold1Bar,True,0.5831962071436955,0.5608056857146667,0.0011565352866684,0.0837415454225584,0.0613014398625472,0.0012337528445137,6741.919211378198,0.1461995205717741,SIGNAL_E1902_BANDED_70,-0.0016108139104049,0.7235889474023819,3.382716049382716,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mHoldingHorizon,E1902,Hold2Bars,True,0.5726249517726828,0.5524825576767174,0.0025703625228546,0.0726953497784958,0.0524012547939803,0.0024244905148598,6741.906817530619,0.1276669670953309,SIGNAL_E1902_BANDED_70,-0.0016108139104049,0.7235889474023819,3.382716049382716,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mHoldingHorizon,E1903,Hold4Bars,True,0.6070648832522949,0.5832163359768442,0.0008443445213692,0.1069201346332004,0.0830566527660795,0.0006681328502608,6741.88202983546,0.1908211319206493,SIGNAL_E1902_BANDED_70,-0.0016108139104049,0.7235889474023819,3.382716049382716,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mHoldingHorizon,E1904,Hold8Bars,True,0.5591646204697753,0.5443977825434141,0.0013309748734213,0.0580748921979391,0.0440279931507636,0.0016399831322502,6741.832454445143,0.1034338602221241,SIGNAL_E1902_BANDED_70,-0.0016108139104049,0.7235889474023819,3.382716049382716,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mTopKEventRank,E2001,EarlyLeaderTopK,False,0.5340907942415364,0.5246903956351402,0.00097028268833,0.0430438679323846,0.0324895456031866,0.0008824296367421,103.72463148899809,,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mTopKEventRank,E2002,PersistentLeaderTopK,True,0.5266444579851275,0.5206773301479187,0.0005774485896092,0.0297982473062424,0.0226455521586272,0.000523799789239,603.2987297815955,0.0530212480544789,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mTopKEventRank,E2003,SectorLeaderCarryTopK,True,0.6067849843284833,0.582321134878414,0.0010655325554618,0.1070849396038141,0.0829667508029908,0.0011509352400989,6741.88202983546,0.1911172229622668,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mTopKEventRank,E2004,CalmLeaderTopK,True,0.6075102103240634,0.5820381302852409,0.000928188646942,0.1075612961183175,0.0819312786772274,0.0008520482172977,6741.88202983546,0.1904207634424871,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mMeanReversionExhaustion,E2102,RelativeStretchSnapback,True,0.6213692738611186,0.5884761966566369,0.0044531715720296,0.1213601319459604,0.088726239578003,0.0045262703618279,1077.0098409810228,0.214539543095993,SIGNAL_E2104_LONGONLY,0.0006684475304197,0.1552358573075147,6.246913580246914,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
Native15mMeanReversionExhaustion,E2104,FailedExtensionReversal,True,0.6265938631210183,0.5980002041979453,0.0006549395917038,0.1296619181039457,0.0988953853826988,0.0003404586498866,350.75813732478025,0.2292122430783484,SIGNAL_E2104_LONGONLY,0.0006684475304197,0.1552358573075147,6.246913580246914,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
SixtyMinuteDailyContext,E2201,DailyCarryContext,True,0.571551488124976,0.5577539690068156,0.0034823267543244,0.0706127775215509,0.0573845925519913,0.0037212563772863,3240.0,0.1314796968278667,SIGNAL_E2201_BANDED_70,-0.0018261473995522,0.6037986701253815,1.6296296296296295,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
SixtyMinuteDailyContext,E2202,RelativeDailyCarry,False,0.4995094757302117,0.5041460521093482,5.685598987731682e-05,-0.0062553016987775,0.0001546800796996,-0.0005372589817893,419.21552878179386,,SIGNAL_E2201_BANDED_70,-0.0018261473995522,0.6037986701253815,1.6296296296296295,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
SixtyMinuteDailyContext,E2203,StateAwareDailyCarry,False,0.5103898354872005,0.5036979135529904,-0.0002698169477215,0.0051402374188757,0.0048390236892411,-3.602911701326039e-05,333.18023802067023,,SIGNAL_E2201_BANDED_70,-0.0018261473995522,0.6037986701253815,1.6296296296296295,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
SixtyMinuteDailyContext,E2204,GapRangeDailyContext,False,0.5075275951701609,0.5044067735481452,5.931727441964627e-05,0.0066224051869143,0.0034559116939183,-0.0001822618212859,3240.0,,SIGNAL_E2201_BANDED_70,-0.0018261473995522,0.6037986701253815,1.6296296296296295,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectionalCommonalityResidual,E2501,ResidualLeaderCarry,True,0.5111826536549507,0.5055966081554935,0.0005540045387656,0.0066524576462704,0.0020868634022771,0.0002457164208193,1002.723833273958,0.0092933255873132,SIGNAL_E2501_BANDED_66,1.0075225258618678e-05,0.0555555555432098,0.2222222222222222,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectionalCommonalityResidual,E2502,IdiosyncraticLeaderPersistence,False,0.5167859435312342,0.5087106508208952,0.0007372068025189,0.0104866435686272,-0.0037658594525556,0.001276580177197,106.2973708068903,,SIGNAL_E2501_BANDED_66,1.0075225258618678e-05,0.0555555555432098,0.2222222222222222,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectionalCommonalityResidual,E2503,ResidualLaggardSnapback,False,0.5293411352481808,0.5145547601550148,0.0013666824243406,0.0261865797492382,0.0060982726773262,0.0014489432700755,178.65978128797084,,SIGNAL_E2501_BANDED_66,1.0075225258618678e-05,0.0555555555432098,0.2222222222222222,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
CrossSectionalCommonalityResidual,E2504,StateAwareResidualLeader,False,0.5069087893680178,0.5045755397043732,-0.0006727806525259,0.00716688498723,0.004303052939099,-0.0009442784986269,591.8844277824808,,SIGNAL_E2501_BANDED_66,1.0075225258618678e-05,0.0555555555432098,0.2222222222222222,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
IntradayVolumeLiquidityForecast,E2601,LiquidParticipationCarry,True,0.557932811874325,0.5437344217820854,0.0033392758208274,0.0588653364246745,0.0444966619700167,0.003775067186806,577.90164957646,0.1104763414023248,SIGNAL_E2601_BANDED_70,-0.0007258334009476,0.96355973841595,2.2222222222222223,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
EventOutcomeAccounting,E2805,E211EventOutcomeControl,False,0.5585800644447346,0.5438344743187962,-0.0001578137042489,0.0576500487889766,0.0442033518269597,-0.000152859131147,3369.5695991181574,,,,,,0,0,0,0.0,SIGNAL_E211_BANDED_68,0.0
